,Ones,Zeros,Output
2637,5136,46202,1
2638,110191,167919,1
2639,8765,38653,1
2640,3290,45565,1
2641,2167,8105,1
2642,61025,56156,1
2643,24979,47435,1
2644,12242,64667,1
2645,32606,59865,1
2646,18990,150903,1
2647,916,15852,1
2648,90180,23839,1
2649,5215,35204,1
2650,46382,161442,1
2651,2304,49503,1
2652,3320,23102,1
2653,57041,174292,1
2654,41765,95058,1
2655,68700,55695,1
2656,34064,399839,1
2657,3693,133002,1
2658,60079,45889,1
2659,1491,130055,1
2660,10875,175242,1
2661,25512,339982,1
2662,1769,63754,1
2663,876,23217,1
2664,94560,150722,1
2665,10653,146359,1
2666,20939,383550,1
2667,22439,173701,1
2668,32024,150974,1
2669,13966,4431,1
2670,21954,111594,1
2671,1069,50162,1
2672,55941,40792,1
2673,13777,75904,1
2674,25268,138299,1
2675,39895,390824,1
2676,5679,217412,1
2677,1866,109168,1
2678,5147,88982,1
2679,10873,180704,1
2680,18861,101803,1
2681,39990,285214,1
2682,55378,35656,1
2683,45160,29599,1
2684,2762,90426,1
2685,5087,169543,1
2686,3028,173592,1
2687,23391,37135,1
2688,85245,163145,1
2689,16947,155787,1
2690,21398,165339,1
2691,48800,176393,1
2692,60813,164917,1
2693,41061,159016,1
2694,20466,19401,1
2695,55150,163663,1
2696,15262,83008,1
2697,33496,145639,1
2698,43587,144694,1
2699,89790,64842,1
2700,127985,50394,1
2701,37015,57499,1
2702,24018,7402,1
2703,9986,80917,1
2704,20349,155221,1
2705,24547,237465,1
2706,9204,145394,1
2707,31314,161366,1
2708,82701,160860,1
2709,4928,4190,1
2710,31859,288259,1
2711,18724,152320,1
2712,14825,38977,1
2713,60209,386265,1
2714,2682,54443,1
2715,82709,138494,1
2716,39229,157028,1
2717,18321,174201,1
2718,4961,170931,1
2719,58073,133813,1
2720,1396,50346,1
2721,77691,147285,1
2722,76378,158530,1
2723,5255,15397,1
2724,155824,166189,1
2725,513,40405,1
2726,114728,156377,1
2727,5690,138645,1
2728,43320,147764,1
2729,5585,31944,1
2730,22708,234507,1
2731,4407,143434,1
2732,23551,168487,1
2733,43727,157295,1
2734,27704,55771,1
2735,19409,146722,1
2736,9485,113561,1
2737,52241,224922,1
2738,15462,163118,1
2739,4646,169246,1
2740,11050,235790,1
2741,21914,158636,1
2742,62162,150786,1
2743,35792,312809,1
2744,50826,182718,1
2745,4184,34471,1
2746,6110,159332,1
2747,31389,169605,1
2748,4032,36635,1
2749,98934,62764,1
2750,92067,52503,1
2751,5973,90652,1
2752,92261,148787,1
2753,161101,56149,1
2754,72913,164602,1
2755,73436,154162,1
2756,46437,130136,1
2757,23769,114113,1
2758,3325,73771,1
2759,6704,144064,1
2760,10344,122612,1
2761,9317,106845,1
2762,2084,81624,1
2763,7614,120877,1
2764,4518,122142,1
2765,6383,93437,1
2766,16699,94815,1
2767,4464,102794,1
2768,2769,87899,1
2769,9423,116906,1
2770,3751,117728,1
2771,1912,91335,1
2772,20405,104504,1
2773,6104,82021,1
2774,612,80882,1
2775,4897,91224,1
2776,5844,118570,1
2777,5425,87680,1
2778,5428,116856,1
2779,158,53133,1
2780,2636,74612,1
2781,5127,116363,1
2782,7304,99453,1
2783,8618,31742,1
2784,9313,88748,1
2785,16892,93284,1
2786,8905,121077,1
2787,19007,125617,1
2788,2036,47237,1
2789,14005,116279,1
2790,5425,93776,1
2791,23112,141291,1
2792,3025,84479,1
2793,5156,121873,1
2794,7880,130288,1
2795,3765,105327,1
2796,37375,147978,1
2797,21069,125818,1
2798,9331,117433,1
2799,9759,112530,1
2800,16894,112930,1
2801,3826,125368,1
2802,6846,89945,1
2803,3475,92510,1
2804,26772,146665,1
2805,8992,128099,1
2806,5394,106920,1
2807,11625,122867,1
2808,16476,107386,1
2809,1975,91120,1
2810,1127,112172,1
2811,6099,92495,1
2812,9209,119889,1
2813,1730,93947,1
2814,7133,118672,1
2815,12784,120158,1
2816,15702,121726,1
2817,10358,97669,1
2818,5617,96573,1
2819,2629,123531,1
2820,13917,40939,1
2821,2805,152479,1
2822,1673,58846,1
2823,28883,129489,1
2824,13308,109281,1
2825,7851,101738,1
2826,6335,118992,1
2827,11988,133727,1
2828,25582,155114,1
2829,20780,118408,1
2830,5528,118720,1
2831,7496,113732,1
2832,10024,122852,1
2833,15234,112057,1
2834,14180,107186,1
2835,4704,106540,1
2836,10305,113747,1
2837,10049,111914,1
2838,3791,112352,1
2839,1000,58485,1
2840,2893,143675,1
2841,9160,99614,1
2842,10704,107675,1
2843,511,55327,1
2844,15714,109178,1
2845,4566,108956,1
2846,9362,124491,1
2847,20592,121297,1
2848,3267,111019,1
2849,4557,90912,1
2850,33218,111200,1
2851,813,108862,1
2852,1930,63529,1
2853,6355,134539,1
2854,2799,106612,1
2855,10153,121624,1
2856,7306,87755,1
2857,584,33569,1
2858,2210,104553,1
2859,8179,92510,1
2860,9743,117904,1
2861,7025,94786,1
2862,8137,105506,1
2863,2058,86307,1
2864,2374,104826,1
2865,2989,119424,1
2866,10814,137542,1
2867,4407,117604,1
2868,7261,115564,1
2869,1871,166913,1
2870,1607,120980,1
2871,4422,71393,1
2872,6156,96487,1
2873,3893,110824,1
2874,7918,102832,1
2875,6233,140483,1
2876,43663,143620,1
2877,7983,120352,1
2878,2038,100044,1
2879,8555,101682,1
2880,7128,126070,1
2881,6807,98360,1
2882,6908,127864,1
2883,1790,88036,1
2884,6678,90716,1
2885,14961,120741,1
2886,2769,34468,1
2887,7053,91929,1
2888,7546,104905,1
2889,5467,107996,1
2890,8,52755,1
2891,5548,104914,1
2892,5814,119403,1
2893,10565,100651,1
2894,3912,111370,1
2895,26447,91897,1
2896,13021,138684,1
2897,2226,75199,1
2898,39114,126952,1
2899,6866,140878,1
2900,25079,127669,1
2901,1726,118952,1
2902,11057,127934,1
2903,16717,110863,1
2904,27771,148621,1
2905,330,31009,1
2906,1666,86395,1
2907,21381,109622,1
2908,2170,122976,1
2909,12052,110396,1
2910,7589,132869,1
2911,864,126752,1
2912,26532,122972,1
2913,14393,121232,1
2914,9436,112691,1
2915,9044,131857,1
2916,3523,118444,1
2917,3664,74278,1
2918,16762,124840,1
2919,10956,115625,1
2920,2609,51205,1
2921,22317,111806,1
2922,27003,109423,1
2923,6612,137370,1
2924,6748,114917,1
2925,1883,118003,1
2926,5574,117627,1
2927,36695,142451,1
2928,2657,145390,1
2929,3807,89452,1
2930,898,111027,1
2931,1008,35209,1
2932,23767,156083,1
2933,5287,111347,1
2934,621,158673,1
2935,7919,112338,1
2936,15890,116499,1
2937,9878,113150,1
2938,444,99878,1
2939,8939,134563,1
2940,8776,126839,1
2941,8254,111859,1
2942,6752,93537,1
2943,13143,140430,1
2944,11725,122981,1
2945,7671,122763,1
2946,5489,125492,1
2947,14696,104827,1
2948,4300,86988,1
2949,6634,109499,1
2950,3178,82740,1
2951,12283,141056,1
2952,10961,110551,1
2953,10174,123581,1
2954,8400,109390,1
2955,8802,104638,1
2956,9300,111967,1
2957,8478,140392,1
2958,101,69715,1
2959,8180,121349,1
2960,8516,127303,1
2961,3872,137361,1
2962,2417,66505,1
2963,4091,70293,1
2964,10214,141282,1
2965,12231,111778,1
2966,3917,117807,1
2967,13292,114275,1
2968,9638,124205,1
2969,4298,84688,1
2970,4291,81857,1
2971,10053,96148,1
2972,2657,94371,1
2973,11151,136241,1
2974,7125,118928,1
2975,11536,122421,1
2976,2782,88553,1
2977,6806,97102,1
2978,3136,109072,1
2979,18734,141051,1
2980,412,29285,1
2981,996,104345,1
2982,26272,115745,1
2983,14292,106661,1
2984,10217,108001,1
2985,7235,91657,1
2986,16344,112808,1
2987,15024,106691,1
2988,4447,116381,1
2989,11265,111658,1
2990,371,96177,1
2991,6801,105360,1
2992,4270,122119,1
2993,563,134557,1
2994,7064,93069,1
2995,5321,121550,1
2996,20789,117097,1
2997,13365,131277,1
2998,11033,108127,1
2999,2035,159749,1
3000,4762,60529,1
3001,15735,129059,1
3002,12503,118568,1
3003,2303,80191,1
3004,4463,106960,1
3005,11467,121908,1
3006,8438,110687,1
3007,40964,300602,1
3008,2654,4095,1
3009,6349,144815,1
3010,4640,128611,1
3011,35757,162473,1
3012,16309,157600,1
3013,12069,26487,1
3014,49321,27212,1
3015,5178,92556,1
3016,31627,173384,1
3017,50107,59313,1
3018,25089,175181,1
3019,54925,152375,1
3020,25433,158502,1
3021,53767,393813,1
3022,4971,11451,1
3023,40329,281225,1
3024,6861,148821,1
3025,3784,600,1
3026,10889,47825,1
3027,20116,101646,1
3028,12831,19196,1
3029,38533,66201,1
3030,10337,5596,1
3031,67076,58609,1
3032,46140,272181,1
3033,25468,153746,1
3034,16796,30092,1
3035,3752,167351,1
3036,21285,38414,1
3037,2179,9722,1
3038,6522,18153,1
3039,6300,76601,1
3040,17259,148207,1
3041,6690,146367,1
3042,73569,345797,1
3043,16018,43061,1
3044,14911,145037,1
3045,15355,175643,1
3046,47909,114465,1
3047,38887,339193,1
3048,6676,152900,1
3049,22093,167100,1
3050,10085,165177,1
3051,20300,190236,1
3052,29878,162866,1
3053,97,125114,1
3054,33696,50723,1
3055,13057,163731,1
3056,17526,160479,1
3057,26562,247252,1
3058,11222,171280,1
3059,28703,380139,1
3060,4786,163129,1
3061,14024,295870,1
3062,48683,380608,1
3063,1332,101621,1
3064,22208,168597,1
3065,37840,160565,1
3066,52889,165882,1
3067,917,23584,1
3068,5439,28297,1
3069,35421,258266,1
3070,18966,136790,1
3071,24647,54914,1
3072,52813,192402,1
3073,11575,148732,1
3074,30156,166568,1
3075,32035,159670,1
3076,15449,133038,1
3077,21729,166195,1
3078,2375,83613,1
3079,71919,279063,1
3080,33949,154301,1
3081,43234,168644,1
3082,205,122676,1
3083,64536,171078,1
3084,5307,161724,1
3085,15287,170876,1
3086,1395,138489,1
3087,503,82514,1
3088,65141,165885,1
3089,14316,167897,1
3090,10484,18447,1
3091,7370,123001,1
3092,3131,11950,1
3093,45391,171844,1
3094,15654,235920,1
3095,45555,155967,1
3096,273,109982,1
3097,2130,90653,1
3098,21948,163974,1
3099,9217,181927,1
3100,43193,49731,1
3101,9919,55471,1
3102,1544,100379,1
3103,7378,219526,1
3104,79993,170760,1
3105,30347,234814,1
3106,18874,161128,1
3107,12420,76711,1
3108,1297,7315,1
3109,32456,146962,1
3110,27972,68094,1
3111,114690,66306,1
3112,17927,268394,1
3113,2545,92397,1
3114,57897,285891,1
3115,32762,56853,1
3116,3448,168225,1
3117,33844,49961,1
3118,25169,352931,1
3119,8334,81657,1
3120,26238,184760,1
3121,4927,18547,1
3122,10281,69176,1
3123,3722,5848,1
3124,1503,59355,1
3125,13037,161536,1
3126,6543,17489,1
3127,18695,165759,1
3128,18804,343057,1
3129,2909,96155,1
3130,23567,139351,1
3131,23753,54295,1
3132,17976,145008,1
3133,73172,339209,1
3134,21897,149284,1
3135,782,104745,1
3136,27125,149040,1
3137,27928,64031,1
3138,72563,172138,1
3139,12511,56294,1
3140,531,130907,1
3141,11371,157245,1
3142,24446,24763,1
3143,70051,151091,1
3144,28261,294292,1
3145,38179,165174,1
3146,55799,75349,1
3147,8860,141143,1
3148,26616,16367,1
3149,33016,226698,1
3150,10885,157141,1
3151,4556,145166,1
3152,36961,296112,1
3153,5336,52688,1
3154,51213,151920,1
3155,51951,53004,1
3156,26207,60175,1
3157,67012,158993,1
3158,21163,55573,1
3159,17892,188521,1
3160,86123,67217,1
3161,43056,54130,1
3162,31490,146854,1
3163,4990,185385,1
3164,52934,167730,1
3165,38418,163774,1
3166,31011,245236,1
3167,7643,23968,1
3168,6962,172045,1
3169,11847,145576,1
3170,62596,94243,1
3171,24338,68719,1
3172,33868,54930,1
3173,9537,151285,1
3174,19851,152676,1
3175,11136,165013,1
3176,42707,160972,1
3177,60401,271432,1
3178,19838,233007,1
3179,92541,171077,1
3180,22898,28292,1
3181,27613,293818,1
3182,12300,32720,1
3183,44118,297718,1
3184,24629,217619,1
3185,40622,48261,1
3186,43410,27304,1
3187,16652,315114,1
3188,70030,173209,1
3189,26104,169318,1
3190,1835,97739,1
3191,18397,175064,1
3192,6939,70655,1
3193,33530,158312,1
3194,19693,43624,1
3195,53076,358977,1
3196,8464,39931,1
3197,2013,118703,1
3198,54498,394169,1
3199,19464,239576,1
3200,37153,308259,1
3201,81453,400456,1
3202,25183,171560,1
3203,22710,161611,1
3204,16581,92190,1
3205,117206,160556,1
3206,9312,163924,1
3207,56390,57851,1
3208,69626,176733,1
3209,16698,45191,1
3210,32999,201130,1
3211,69003,180762,1
3212,79261,61223,1
3213,2056,126353,1
3214,10269,155937,1
3215,12308,36493,1
3216,24123,168287,1
3217,1025,47561,1
3218,41251,175420,1
3219,9030,159641,1
3220,1461,72435,1
3221,9304,57619,1
3222,8196,175835,1
3223,34493,59616,1
3224,39437,330892,1
3225,10162,97321,1
3226,4895,36053,1
3227,37101,163979,1
3228,5512,17937,1
3229,387,75558,1
3230,43611,163554,1
3231,58040,162794,1
3232,16274,186208,1
3233,25205,161171,1
3234,28308,167535,1
3235,24590,167035,1
3236,10523,106991,1
3237,478,67918,1
3238,47238,336799,1
3239,15276,165405,1
3240,8927,137311,1
3241,57790,402710,1
3242,50432,136526,1
3243,44426,157803,1
3244,2227,3090,1
3245,35388,58344,1
3246,33767,342333,1
3247,10798,158343,1
3248,13279,21224,1
3249,13345,103255,1
3250,44988,42846,1
3251,26979,250079,1
3252,11371,33797,1
3253,44010,166663,1
3254,21452,307689,1
3255,14233,53361,1
3256,4814,38992,1
3257,2059,6928,1
3258,25126,107722,1
3259,73475,46597,1
3260,51389,188202,1
3261,9979,152268,1
3262,81789,161951,1
3263,4159,85559,1
3264,14491,163330,1
3265,5912,221496,1
3266,48619,391618,1
3267,7712,125244,1
3268,1796,10896,1
3269,43325,88680,1
3270,67954,166174,1
3271,76360,8210,1
3272,64531,157833,1
3273,2582,89166,1
3274,24532,160400,1
3275,64514,387997,1
3276,10120,36763,1
3277,12455,130636,1
3278,57019,161173,1
3279,4459,78216,1
3280,29529,147738,1
3281,15905,147602,1
3282,28984,155346,1
3283,5803,126045,1
3284,5385,160876,1
3285,49541,43227,1
3286,68476,159073,1
3287,102053,57461,1
3288,29705,215520,1
3289,29504,32684,1
3290,1869,83810,1
3291,53383,7097,1
3292,56690,339394,1
3293,33839,393266,1
3294,44252,154005,1
3295,25422,21171,1
3296,55975,166906,1
3297,17758,97906,1
3298,9911,19256,1
3299,167205,166063,1
3300,22602,153431,1
3301,42290,162783,1
3302,9695,18735,1
3303,96196,36014,1
3304,21345,95844,1
3305,28816,27558,1
3306,35528,164370,1
3307,49155,160441,1
3308,18797,166596,1
3309,72442,34914,1
3310,28226,1333,1
3311,9512,10878,1
3312,16397,154785,1
3313,9488,171314,1
3314,38435,163696,1
3315,18425,155714,1
3316,83548,164313,1
3317,16562,28077,1
3318,956,80523,1
3319,60482,316027,1
3320,14385,154077,1
3321,11432,59003,1
3322,17427,177721,1
3323,86315,36193,1
3324,65987,160118,1
3325,37286,164566,1
3326,46027,36893,1
3327,21282,165734,1
3328,30859,96319,1
3329,140,62840,1
3330,9724,276855,1
3331,37070,253766,1
3332,39523,167676,1
3333,12734,41038,1
3334,1965,159693,1
3335,18725,274175,1
3336,4016,49620,1
3337,19877,304344,1
3338,53698,129245,1
3339,20897,161215,1
3340,25975,144262,1
3341,20692,253447,1
3342,64955,380004,1
3343,490,99410,1
3344,18094,159421,1
3345,12272,97264,1
3346,2878,164434,1
3347,20815,25234,1
3348,7504,130007,1
3349,24578,158315,1
3350,2151,32130,1
3351,38458,164080,1
3352,6421,77455,1
3353,10336,148666,1
3354,4987,166165,1
3355,7697,54721,1
3356,17153,94180,1
3357,26612,353756,1
3358,26190,164531,1
3359,98733,10529,1
3360,47889,60719,1
3361,8702,164830,1
3362,119642,18335,1
3363,3851,218178,1
3364,3319,23209,1
3365,7143,85726,1
3366,44731,163320,1
3367,36591,56579,1
3368,5019,80893,1
3369,23722,22927,1
3370,71390,45076,1
3371,275696,67313,1
3372,11503,92256,1
3373,85277,157355,1
3374,45328,379663,1
3375,53210,323316,1
3376,835,129446,1
3377,31332,43994,1
3378,78088,167047,1
3379,11253,240572,1
3380,53856,56600,1
3381,60729,165706,1
3382,40240,300319,1
3383,166588,40888,1
3384,30405,28208,1
3385,14305,38540,1
3386,11964,164368,1
3387,10565,157979,1
3388,13721,153697,1
3389,5377,30135,1
3390,31194,371252,1
3391,27799,145605,1
3392,43963,369401,1
3393,43,6323,1
3394,3792,132770,1
3395,55881,164801,1
3396,6955,120372,1
3397,1618,6684,1
3398,39542,156461,1
3399,39661,368973,1
3400,3339,91795,1
3401,18452,154113,1
3402,14007,244546,1
3403,14718,155818,1
3404,102534,26410,1
3405,35445,157639,1
3406,100779,157962,1
3407,4713,10114,1
3408,6036,35436,1
3409,3521,81359,1
3410,41023,35585,1
3411,5272,24323,1
3412,1514,151253,1
3413,17547,158496,1
3414,41046,133341,1
3415,12321,143941,1
3416,66327,170816,1
3417,44114,94204,1
3418,11642,3881,1
3419,289,38994,1
3420,124315,162496,1
3421,33060,322169,1
3422,48358,133469,1
3423,243720,159618,1
3424,52817,167823,1
3425,60031,17678,1
3426,32946,388739,1
3427,20818,164279,1
3428,38244,358535,1
3429,1047,84522,1
3430,16393,166615,1
3431,16871,189461,1
3432,21976,98529,1
3433,79352,315309,1
3434,16593,12889,1
3435,35564,59690,1
3436,55590,158646,1
3437,9788,242419,1
3438,20066,262081,1
3439,63709,270003,1
3440,12412,114763,1
3441,1337,145213,1
3442,37535,162363,1
3443,47943,124255,1
3444,10001,19955,1
3445,31425,184809,1
3446,2383,32282,1
3447,101367,61196,1
3448,67342,374323,1
3449,87845,152598,1
3450,29935,370099,1
3451,20165,142535,1
3452,522,79985,1
3453,10734,158245,1
3454,4115,32711,1
3455,32507,97692,1
3456,20272,30075,1
3457,17913,163032,1
3458,9689,322873,1
3459,13165,165107,1
3460,29048,36966,1
3461,3819,26044,1
3462,8222,43158,1
3463,4121,85861,1
3464,68775,384029,1
3465,37797,394179,1
3466,64609,162368,1
3467,3367,67678,1
3468,7620,140950,1
3469,14393,18413,1
3470,9768,162369,1
3471,27655,34024,1
3472,38317,310783,1
3473,8734,90509,1
3474,109394,18800,1
3475,8545,10235,1
3476,5751,134755,1
3477,8753,194430,1
3478,16902,173050,1
3479,9161,166622,1
3480,40339,234814,1
3481,13655,187774,1
3482,14910,40909,1
3483,43817,365070,1
3484,6829,124999,1
3485,38243,164662,1
3486,15788,67709,1
3487,84516,170693,1
3488,79879,128799,1
3489,5192,25607,1
3490,69201,165131,1
3491,31808,335588,1
3492,36618,157164,1
3493,53498,55179,1
3494,41426,131791,1
3495,7172,39580,1
3496,141178,4898,1
3497,22216,157652,1
3498,19063,57923,1
3499,41210,161062,1
3500,46005,341222,1
3501,28611,357776,1
3502,14195,254307,1
3503,5345,88902,1
3504,6940,16482,1
3505,2741,67902,1
3506,3794,104899,1
3507,15091,100297,1
3508,20531,124707,1
3509,9240,99897,1
3510,2529,117031,1
3511,2139,69335,1
3512,8215,112547,1
3513,34376,124943,1
3514,9023,99608,1
3515,33724,130420,1
3516,13792,123490,1
3517,34245,135700,1
3518,9189,143088,1
3519,16140,89129,1
3520,8327,119147,1
3521,9367,126427,1
3522,2238,99480,1
3523,33407,110698,1
3524,19611,134304,1
3525,18743,106578,1
3526,10997,137620,1
3527,6317,76200,1
3528,6555,125854,1
3529,1742,65606,1
3530,3107,80597,1
3531,8694,130605,1
3532,15670,104905,1
3533,5434,66055,1
3534,4158,114012,1
3535,8345,111349,1
3536,16628,151086,1
3537,16205,108048,1
3538,21381,122704,1
3539,25552,124051,1
3540,22747,101787,1
3541,15315,126425,1
3542,2061,95719,1
3543,4894,120518,1
3544,6617,130086,1
3545,10947,108905,1
3546,380,34219,1
3547,1169,63823,1
3548,5500,116348,1
3549,5928,120478,1
3550,21308,107918,1
3551,1901,141433,1
3552,24853,133231,1
3553,3981,118132,1
3554,8882,123238,1
3555,670,120115,1
3556,28356,146274,1
3557,12913,86986,1
3558,14211,120826,1
3559,14078,134547,1
3560,21451,117923,1
3561,18932,123530,1
3562,11622,141701,1
3563,28371,121835,1
3564,1757,107944,1
3565,18315,118426,1
3566,25636,132777,1
3567,6820,55094,1
3568,67989,168965,1
3569,4158,94991,1
3570,10848,125809,1
3571,39756,173629,1
3572,4179,97006,1
3573,10273,108572,1
3574,5265,124423,1
3575,8957,111217,1
3576,5002,123530,1
3577,6752,121661,1
3578,10398,135634,1
3579,2167,96638,1
3580,13376,79988,1
3581,8802,130729,1
3582,9064,125986,1
3583,5064,116660,1
3584,14504,121618,1
3585,38965,119988,1
3586,26332,114580,1
3587,11405,125751,1
3588,749,91488,1
3589,10214,104293,1
3590,9546,124325,1
3591,11645,114819,1
3592,35125,136756,1
3593,4386,45376,1
3594,11386,131396,1
3595,28587,140293,1
3596,6821,111161,1
3597,15836,133093,1
3598,8206,129689,1
3599,12469,225556,1
3600,7281,120244,1
3601,13827,142427,1
3602,10135,104883,1
3603,2125,66126,1
3604,7585,96233,1
3605,17152,172065,1
3606,10706,106064,1
3607,20657,101723,1
3608,1464,75406,1
3609,4566,91855,1
3610,26904,137646,1
3611,6307,110480,1
3612,22806,127285,1
3613,9225,117625,1
3614,9425,131893,1
3615,760,73219,1
3616,751,96459,1
3617,4081,104679,1
3618,3703,122886,1
3619,44373,145509,1
3620,24605,123460,1
3621,6312,124452,1
3622,4513,65761,1
3623,7509,123039,1
3624,14181,117021,1
3625,15742,115237,1
3626,2583,129810,1
3627,9319,114423,1
3628,9456,65498,1
3629,5512,107696,1
3630,22389,77602,1
3631,10993,140578,1
3632,604,36802,1
3633,17683,85459,1
3634,3489,119518,1
3635,4565,131206,1
3636,2824,84818,1
3637,10282,114906,1
3638,8566,75379,1
3639,4768,74335,1
3640,19232,131670,1
3641,18073,141991,1
3642,16344,118638,1
3643,6997,105847,1
3644,12172,107263,1
3645,3313,92445,1
3646,10174,98515,1
3647,16084,114943,1
3648,6198,129636,1
3649,14121,92749,1
3650,4347,80512,1
3651,8918,108841,1
3652,11079,101802,1
3653,8777,97082,1
3654,7162,132165,1
3655,5751,112553,1
3656,17278,148127,1
3657,16571,94041,1
3658,5056,118519,1
3659,16393,132866,1
3660,2757,95987,1
3661,621,89388,1
3662,11319,110417,1
3663,7338,123808,1
3664,2469,178818,1
3665,21806,136382,1
3666,28707,137913,1
3667,30159,120017,1
3668,12904,121162,1
3669,3566,77930,1
3670,31781,191720,1
3671,21937,80960,1
3672,13843,116588,1
3673,4111,128279,1
3674,13481,96804,1
3675,5661,123159,1
3676,7601,124624,1
3677,29068,124217,1
3678,6762,117046,1
3679,6810,96068,1
3680,4321,91109,1
3681,21454,113298,1
3682,4581,98792,1
3683,3083,78564,1
3684,4181,45689,1
3685,2758,101116,1
3686,4953,100717,1
3687,3737,77462,1
3688,11060,143598,1
3689,15632,117143,1
3690,3982,63927,1
3691,7770,130901,1
3692,1808,99332,1
3693,4833,90497,1
3694,10180,107464,1
3695,25809,113095,1
3696,1926,167436,1
3697,14571,111967,1
3698,15568,145334,1
3699,18970,129231,1
3700,20452,119229,1
3701,3664,96094,1
3702,27826,108987,1
3703,11345,126656,1
3704,14504,133057,1
3705,27722,110005,1
3706,29077,121903,1
3707,21425,100267,1
3708,8593,106162,1
3709,1030,36577,1
3710,22154,132107,1
3711,22360,114321,1
3712,1026,138182,1
3713,18093,120977,1
3714,21565,105306,1
3715,30882,121250,1
3716,8918,108828,1
3717,377,124008,1
3718,6896,127078,1
3719,4645,88025,1
3720,9009,99896,1
3721,19079,158098,1
3722,8012,139627,1
3723,2805,113475,1
3724,5524,145036,1
3725,44422,393714,1
3726,333,90091,1
3727,12438,156230,1
3728,8244,117996,1
3729,16836,114160,1
3730,28542,125390,1
3731,42038,127858,1
3732,27332,150506,1
3733,2664,109000,1
3734,16027,112002,1
3735,7441,106995,1
3736,25579,123131,1
3737,12045,156306,1
3738,8626,115674,1
3739,64298,112529,1
3740,18660,94186,1
3741,27761,155068,1
3742,1004,43036,1
3743,26466,144022,1
3744,7292,90388,1
3745,15962,149387,1
3746,9300,139424,1
3747,31107,125234,1
3748,7358,136830,1
3749,2391,95812,1
3750,13235,126232,1
3751,60200,291632,1
3752,26895,126699,1
3753,24118,97036,1
3754,3756,113694,1
3755,62771,390787,1
3756,2683,39218,1
3757,41892,130363,1
3758,24890,129260,1
3759,8206,122286,1
3760,23422,126784,1
3761,34646,135719,1
3762,7080,60758,1
3763,15136,80328,1
3764,26371,111503,1
3765,17406,136580,1
3766,11637,55523,1
3767,21059,70545,1
3768,28328,218866,1
3769,877,123937,1
3770,18875,175748,1
3771,23869,119656,1
3772,14516,104896,1
3773,13900,71749,1
3774,21376,141805,1
3775,22388,116404,1
3776,16295,124117,1
3777,8055,118042,1
3778,22647,108949,1
3779,28199,103012,1
3780,38125,151141,1
3781,36777,131499,1
3782,31867,137986,1
3783,2640,70799,1
3784,1231,34239,1
3785,14691,124610,1
3786,13409,99593,1
3787,11132,140758,1
3788,27993,118857,1
3789,25185,134925,1
3790,1938,35992,1
3791,40182,123437,1
3792,13248,62316,1
3793,1264,100797,1
3794,35035,145688,1
3795,5118,106274,1
3796,18982,138841,1
3797,27032,122246,1
3798,13723,114126,1
3799,18229,121476,1
3800,2108,116651,1
3801,4572,75871,1
3802,17356,162622,1
3803,29049,112478,1
3804,16001,128649,1
3805,18154,103500,1
3806,24918,95565,1
3807,32175,151372,1
3808,3550,121461,1
3809,20613,114581,1
3810,9596,22044,1
3811,22275,112374,1
3812,17094,75053,1
3813,4600,111277,1
3814,4239,149299,1
3815,13714,120714,1
3816,19650,115965,1
3817,9603,51866,1
3818,4861,149601,1
3819,15979,81761,1
3820,19233,93807,1
3821,5369,87103,1
3822,16533,130123,1
3823,5418,125095,1
3824,29596,134199,1
3825,6446,131535,1
3826,26017,118202,1
3827,18332,113264,1
3828,1449,58675,1
3829,7222,89516,1
3830,12453,95988,1
3831,24515,117285,1
3832,32764,113564,1
3833,29259,118337,1
3834,7269,40426,1
3835,6058,111979,1
3836,11237,137789,1
3837,14028,122674,1
3838,12236,156841,1
3839,2433,147135,1
3840,6751,98993,1
3841,36720,151571,1
3842,11528,47463,1
3843,38033,142261,1
3844,26076,120983,1
3845,25101,101482,1
3846,19970,138201,1
3847,39228,153250,1
3848,32904,173678,1
3849,26424,180384,1
3850,10707,101526,1
3851,9719,65260,1
3852,11126,114981,1
3853,19626,89025,1
3854,33465,119685,1
3855,16103,92194,1
3856,16275,89675,1
3857,21908,144143,1
3858,2287,113363,1
3859,33983,114670,1
3860,17593,102899,1
3861,19729,113732,1
3862,22541,134213,1
3863,11179,147009,1
3864,12094,84005,1
3865,11704,101853,1
3866,17201,118297,1
3867,26446,119092,1
3868,12578,144404,1
3869,23074,111223,1
3870,26747,127546,1
3871,24726,116584,1
3872,22794,114762,1
3873,10113,94118,1
3874,9170,112880,1
3875,9611,88109,1
3876,31901,117528,1
3877,105229,190438,1
3878,766,50232,1
3879,14994,133523,1
3880,23896,124951,1
3881,18030,117663,1
3882,1840,61227,1
3883,14250,92688,1
3884,6459,125536,1
3885,20743,141165,1
3886,14041,147895,1
3887,7355,75077,1
3888,4324,126986,1
3889,13133,106422,1
3890,8864,129741,1
3891,25025,130327,1
3892,19416,102822,1
3893,35580,126402,1
3894,6374,96011,1
3895,9078,103342,1
3896,2272,105889,1
3897,29967,118726,1
3898,36981,128215,1
3899,13257,146700,1
3900,21966,122998,1
3901,24926,156846,1
3902,4207,94549,1
3903,34359,123810,1
3904,11367,84991,1
3905,25478,136380,1
3906,7659,97205,1
3907,15351,92917,1
3908,13132,100966,1
3909,2938,156165,1
3910,23339,121865,1
3911,7655,87673,1
