,Ones,Zeros,Output
1360,12667,47946,0
1361,134517,90191,0
1362,215829,77254,0
1363,55197,56315,0
1364,157675,80219,0
1365,134790,86969,0
1366,191171,78707,0
1367,47666,81168,0
1368,46460,85752,0
1369,94294,275581,0
1370,77030,80667,0
1371,83796,43660,0
1372,139801,42967,0
1373,106317,351041,0
1374,65097,80941,0
1375,44,50345,0
1376,69251,358983,0
1377,47838,54235,0
1378,27365,57651,0
1379,101742,69268,0
1380,147666,88741,0
1381,28171,271348,0
1382,182355,84502,0
1383,42637,277458,0
1384,134386,48822,0
1385,20625,77574,0
1386,115895,71401,0
1387,29802,217979,0
1388,105566,299041,0
1389,24434,207315,0
1390,55063,48806,0
1391,115701,90625,0
1392,12923,86994,0
1393,32249,86084,0
1394,27750,82550,0
1395,69072,259681,0
1396,38104,56527,0
1397,119943,3103,0
1398,77206,78017,0
1399,80958,351718,0
1400,100803,319409,0
1401,131099,82340,0
1402,151030,69945,0
1403,89874,72796,0
1404,123807,359075,0
1405,78073,52622,0
1406,20984,56128,0
1407,27701,229884,0
1408,62556,52923,0
1409,40661,53820,0
1410,24403,52335,0
1411,58881,114815,0
1412,71808,85775,0
1413,40514,86485,0
1414,30352,59029,0
1415,58925,243270,0
1416,70336,81198,0
1417,188226,86000,0
1418,38724,75291,0
1419,50263,291510,0
1420,91731,81929,0
1421,222839,82601,0
1422,213072,84325,0
1423,138942,83797,0
1424,32341,52750,0
1425,15614,79366,0
1426,13347,89331,0
1427,26012,55873,0
1428,23628,233928,0
1429,72273,92890,0
1430,15648,84314,0
1431,56224,97977,0
1432,66103,339199,0
1433,77946,80857,0
1434,14526,83466,0
1435,100490,87563,0
1436,49060,283559,0
1437,71359,139159,0
1438,95735,88472,0
1439,99241,356393,0
1440,45728,82627,0
1441,80731,286988,0
1442,115043,86937,0
1443,17350,89019,0
1444,123084,94824,0
1445,96685,83953,0
1446,60873,340222,0
1447,53042,78460,0
1448,57152,56456,0
1449,128452,47637,0
1450,80335,260250,0
1451,28575,53614,0
1452,67030,382483,0
1453,19920,56455,0
1454,124076,83040,0
1455,71895,77547,0
1456,63949,94513,0
1457,1285,14275,0
1458,49383,66976,0
1459,8777,212156,0
1460,126245,78105,0
1461,60734,439241,0
1462,98206,46080,0
1463,127614,304848,0
1464,49843,46445,0
1465,52111,56728,0
1466,21158,214808,0
1467,104217,395236,0
1468,96890,73052,0
1469,17885,55482,0
1470,36348,56860,0
1471,115826,62241,0
1472,190947,331443,0
1473,24732,53929,0
1474,131713,69518,0
1475,261058,58429,0
1476,15781,58715,0
1477,14616,21936,0
1478,129902,83473,0
1479,80743,77213,0
1480,49703,50436,0
1481,3855,107605,0
1482,43682,54907,0
1483,15874,225471,0
1484,213607,327918,0
1485,1570,34662,0
1486,56804,269838,0
1487,129547,106994,0
1488,48989,33881,0
1489,126769,85046,0
1490,47017,53880,0
1491,152815,84255,0
1492,6370,84586,0
1493,24279,73981,0
1494,1084,85352,0
1495,28645,75732,0
1496,16428,78319,0
1497,31337,73520,0
1498,29737,73262,0
1499,9127,82852,0
1500,25413,94996,0
1501,5418,69671,0
1502,15665,75108,0
1503,12790,117985,0
1504,17050,69587,0
1505,28439,81795,0
1506,20139,114125,0
1507,12580,81590,0
1508,9954,86205,0
1509,27745,87395,0
1510,11865,82548,0
1511,15201,81076,0
1512,30983,88647,0
1513,3462,83669,0
1514,21169,58128,0
1515,2336,64461,0
1516,4123,61615,0
1517,2036,71020,0
1518,4661,82209,0
1519,12094,80698,0
1520,13078,77215,0
1521,25303,89419,0
1522,22799,96821,0
1523,24188,117408,0
1524,18304,82904,0
1525,114752,328440,0
1526,24945,73145,0
1527,2194,63760,0
1528,69334,303967,0
1529,8332,92326,0
1530,11535,63172,0
1531,26746,88208,0
1532,69996,389801,0
1533,35690,85473,0
1534,19904,64450,0
1535,12984,69294,0
1536,31812,103199,0
1537,27209,86827,0
1538,16560,112926,0
1539,30615,85773,0
1540,116718,376074,0
1541,12083,72477,0
1542,25324,104893,0
1543,9299,85651,0
1544,10698,84287,0
1545,13419,71591,0
1546,12479,90918,0
1547,23494,95329,0
1548,38409,85347,0
1549,6941,110267,0
1550,3643,96596,0
1551,107562,394951,0
1552,29141,99696,0
1553,6569,96045,0
1554,22218,70493,0
1555,20821,101900,0
1556,15872,99412,0
1557,28112,91819,0
1558,17466,63748,0
1559,11644,82032,0
1560,31642,96994,0
1561,17198,78335,0
1562,27628,98535,0
1563,32025,81300,0
1564,24199,73199,0
1565,19714,83107,0
1566,14064,87530,0
1567,24735,108840,0
1568,18335,69459,0
1569,27991,72817,0
1570,18326,62319,0
1571,36983,77572,0
1572,25229,102395,0
1573,24541,74808,0
1574,20386,63953,0
1575,17757,78311,0
1576,21769,81829,0
1577,39827,80026,0
1578,34169,74284,0
1579,23959,79625,0
1580,32871,82350,0
1581,15008,83772,0
1582,4896,96116,0
1583,19368,97398,0
1584,21550,109396,0
1585,5798,67907,0
1586,15977,77804,0
1587,25047,106736,0
1588,12248,85722,0
1589,23310,87359,0
1590,7979,76083,0
1591,15866,62809,0
1592,11636,78939,0
1593,1097,77547,0
1594,21466,90246,0
1595,4542,68525,0
1596,112009,88655,0
1597,30385,74625,0
1598,25959,87214,0
1599,20396,65506,0
1600,21360,69673,0
1601,5162,76536,0
1602,9222,66767,0
1603,12424,96950,0
1604,14986,93384,0
1605,27178,110213,0
1606,1102,70696,0
1607,16457,101849,0
1608,13928,98912,0
1609,25258,114364,0
1610,26669,71150,0
1611,19609,96961,0
1612,3393,67616,0
1613,34956,78045,0
1614,14498,71812,0
1615,10298,72321,0
1616,10234,75528,0
1617,602,82998,0
1618,23433,81832,0
1619,31783,94652,0
1620,30368,67312,0
1621,32929,89988,0
1622,71176,429812,0
1623,11199,70719,0
1624,22807,70454,0
1625,4727,96876,0
1626,22424,100983,0
1627,18854,79772,0
1628,12323,68355,0
1629,7900,62541,0
1630,13544,85311,0
1631,24397,82579,0
1632,16482,110275,0
1633,37850,90792,0
1634,6183,69470,0
1635,33399,81418,0
1636,40497,91682,0
1637,25365,93873,0
1638,20690,86598,0
1639,4199,72568,0
1640,17002,99311,0
1641,17125,96552,0
1642,27859,99745,0
1643,31300,77552,0
1644,11067,75810,0
1645,20764,103456,0
1646,94122,452885,0
1647,15272,59930,0
1648,17001,73073,0
1649,21238,79763,0
1650,26328,113982,0
1651,19380,101370,0
1652,17898,83985,0
1653,40260,81557,0
1654,19075,104532,0
1655,28309,92470,0
1656,19861,129111,0
1657,21907,71820,0
1658,26004,89470,0
1659,20487,79617,0
1660,25757,79166,0
1661,20019,62655,0
1662,16320,74323,0
1663,17024,79432,0
1664,18263,107298,0
1665,1705,123910,0
1666,4920,71754,0
1667,16590,106747,0
1668,9761,55223,0
1669,19033,86277,0
1670,12083,68294,0
1671,31704,69682,0
1672,19771,79098,0
1673,32114,68040,0
1674,20188,102997,0
1675,19744,84424,0
1676,14321,100902,0
1677,17120,104990,0
1678,42227,88391,0
1679,18923,85723,0
1680,17405,82858,0
1681,7528,69484,0
1682,29852,89631,0
1683,9534,58502,0
1684,24701,78697,0
1685,20484,83896,0
1686,34876,81077,0
1687,14297,80179,0
1688,8173,109096,0
1689,93197,289449,0
1690,16273,63055,0
1691,6671,71936,0
1692,9738,70427,0
1693,58776,174611,0
1694,11346,79889,0
1695,14246,77601,0
1696,23940,85068,0
1697,19948,62484,0
1698,11303,60285,0
1699,19174,84812,0
1700,4201,110837,0
1701,16199,62400,0
1702,2688,121566,0
1703,23730,97663,0
1704,33774,84548,0
1705,32164,84367,0
1706,18508,71566,0
1707,12007,85282,0
1708,16277,58905,0
1709,7738,117248,0
1710,21388,93191,0
1711,11987,80797,0
1712,15392,75835,0
1713,10930,89781,0
1714,25464,94004,0
1715,45748,88550,0
1716,14249,102887,0
1717,22004,87650,0
1718,14192,110070,0
1719,34681,88143,0
1720,2303,67768,0
1721,18059,90761,0
1722,8418,90695,0
1723,3634,74612,0
1724,15988,106152,0
1725,24983,72206,0
1726,10624,91176,0
1727,20422,79763,0
1728,65298,100537,0
1729,11910,117595,0
1730,16829,82395,0
1731,20733,91644,0
1732,15965,80123,0
1733,12592,57894,0
1734,23212,80138,0
1735,8686,92576,0
1736,21491,82138,0
1737,27079,97835,0
1738,23104,83429,0
1739,19544,82715,0
1740,17485,87412,0
1741,17087,76032,0
1742,15612,58287,0
1743,8111,106142,0
1744,21935,98466,0
1745,7362,65487,0
1746,80107,367518,0
1747,28809,100061,0
1748,14216,82072,0
1749,23641,54929,0
1750,30470,84652,0
1751,30444,80713,0
1752,15329,104673,0
1753,24065,100990,0
1754,38289,80214,0
1755,4699,75202,0
1756,24824,114805,0
1757,5952,68896,0
1758,18657,114077,0
1759,12055,108037,0
1760,34795,112834,0
1761,11653,62777,0
1762,14023,109650,0
1763,31159,73348,0
1764,19569,87131,0
1765,22379,109057,0
1766,18300,117764,0
1767,34784,63338,0
1768,15695,92771,0
1769,22937,89890,0
1770,18677,66146,0
1771,16535,80382,0
1772,21415,109840,0
1773,7281,103089,0
1774,33176,109099,0
1775,37364,65535,0
1776,11898,56081,0
1777,34704,81805,0
1778,21438,87998,0
1779,10919,85907,0
1780,22810,87582,0
1781,9795,84004,0
1782,14984,72103,0
1783,37134,86568,0
1784,10335,85621,0
1785,30379,82561,0
1786,14761,71981,0
1787,31882,79478,0
1788,21670,100150,0
1789,24383,63941,0
1790,23457,109487,0
1791,25249,77010,0
1792,34648,93239,0
1793,11342,61218,0
1794,16601,60939,0
1795,25089,71977,0
1796,18205,102176,0
1797,27929,68639,0
1798,21431,119662,0
1799,11667,82631,0
1800,14726,109399,0
1801,12078,92430,0
1802,40120,70158,0
1803,8553,73912,0
1804,5992,103520,0
1805,10211,70461,0
1806,22046,84821,0
1807,14240,99836,0
1808,26076,74727,0
1809,18511,84094,0
1810,19669,107829,0
1811,18594,106155,0
1812,18753,69476,0
1813,36960,69586,0
1814,40935,77097,0
1815,14004,88615,0
1816,41407,84527,0
1817,15486,94227,0
1818,22994,63559,0
1819,16971,102070,0
1820,2349,61798,0
1821,32715,70429,0
1822,15324,90013,0
1823,33328,96236,0
1824,19154,62058,0
1825,133540,299234,0
1826,32031,116933,0
1827,35171,69973,0
1828,30157,86176,0
1829,28942,103691,0
1830,14307,100236,0
1831,30654,70370,0
1832,16040,117371,0
1833,40035,79882,0
1834,25370,95512,0
1835,27016,66284,0
1836,21488,86057,0
1837,15027,107733,0
1838,18756,94341,0
1839,14552,102342,0
1840,35834,76977,0
1841,33555,101414,0
1842,38762,78255,0
1843,37847,99021,0
1844,6860,93678,0
1845,2028,110023,0
1846,24192,107772,0
1847,11073,100266,0
1848,43500,115631,0
1849,36062,102276,0
1850,38796,96964,0
1851,21475,84537,0
1852,27958,63454,0
1853,14910,68688,0
1854,32389,93924,0
1855,24207,67146,0
1856,19743,66886,0
1857,25840,70376,0
1858,34271,82965,0
1859,19345,105318,0
1860,14787,75812,0
1861,17488,85181,0
1862,420,88957,0
1863,31287,101672,0
1864,11926,70161,0
1865,38153,94964,0
1866,24091,78544,0
1867,13774,103583,0
1868,26758,89968,0
1869,8643,79729,0
1870,21072,112323,0
1871,22432,99291,0
1872,12349,107703,0
1873,4779,105230,0
1874,19164,70913,0
1875,26856,88351,0
1876,29555,71153,0
1877,4043,68279,0
1878,57699,274904,0
1879,10323,106348,0
1880,16760,102427,0
1881,28473,75276,0
1882,28465,75558,0
1883,22795,104850,0
1884,11780,98122,0
1885,27469,104150,0
1886,5080,71030,0
1887,16272,58102,0
1888,33293,86914,0
1889,27826,89994,0
1890,9216,118751,0
1891,11301,104887,0
1892,14932,84826,0
1893,20685,70096,0
1894,14922,65366,0
1895,13213,92752,0
1896,14328,88792,0
1897,30738,114286,0
1898,16402,115257,0
1899,32272,78913,0
1900,21134,87505,0
1901,170487,266845,0
1902,25242,64368,0
1903,13392,84880,0
1904,17674,105667,0
1905,33629,76394,0
1906,18610,91289,0
1907,6909,95944,0
1908,30944,79915,0
1909,23689,89135,0
1910,29198,75571,0
1911,26576,91564,0
1912,7890,106999,0
1913,31919,84723,0
1914,18239,72203,0
1915,31208,90469,0
1916,5161,77280,0
1917,38777,87936,0
1918,12892,102801,0
1919,4676,80837,0
1920,30865,88868,0
1921,10147,57278,0
1922,490,70713,0
1923,19514,93733,0
1924,21121,98533,0
1925,20691,68443,0
1926,33229,74225,0
1927,35040,74223,0
1928,34420,88419,0
1929,36116,74108,0
1930,25619,80130,0
1931,31831,89589,0
1932,41829,82574,0
1933,14882,90355,0
1934,31604,84878,0
1935,34986,71559,0
1936,35486,69937,0
1937,17327,122641,0
1938,11755,78996,0
1939,24819,82694,0
1940,29207,86545,0
1941,28559,67813,0
1942,21740,72506,0
1943,11198,82368,0
1944,32935,93717,0
1945,18109,98093,0
1946,37042,83713,0
1947,33811,97230,0
1948,17752,84652,0
1949,21328,84753,0
1950,28393,74882,0
1951,7912,84421,0
1952,3850,53486,0
1953,24839,66155,0
1954,11450,101014,0
1955,34117,91304,0
1956,36814,72465,0
1957,100070,351603,0
1958,33255,79448,0
1959,24177,84254,0
1960,13410,78774,0
1961,43464,73249,0
1962,28419,78264,0
1963,11027,65426,0
1964,22819,104672,0
1965,1670,65118,0
1966,42059,73995,0
1967,30927,84535,0
1968,14358,63835,0
1969,40609,93456,0
1970,27789,79975,0
1971,34894,84965,0
1972,15813,77745,0
1973,5848,66661,0
1974,29684,82402,0
1975,23532,83764,0
1976,41950,71970,0
1977,8441,65214,0
1978,11762,74687,0
1979,35319,99237,0
1980,18440,99013,0
1981,17792,73563,0
1982,25614,87296,0
1983,20469,105008,0
1984,2052,118888,1
1985,18911,117810,1
1986,13772,99605,1
1987,3351,122759,1
1988,644,104459,1
1989,3710,105711,1
1990,4630,124149,1
1991,512,104588,1
1992,33470,139397,1
1993,6092,122877,1
1994,510,141655,1
1995,1519,80195,1
1996,4149,125559,1
1997,7856,110804,1
1998,10588,104316,1
1999,6054,118396,1
2000,7577,102385,1
2001,7153,148420,1
2002,7170,126771,1
2003,1681,80203,1
2004,489,60827,1
2005,14459,88434,1
2006,8796,120777,1
2007,5134,119574,1
2008,2180,106596,1
2009,25452,131405,1
2010,4183,107163,1
2011,8785,112218,1
2012,2772,123576,1
2013,3286,96613,1
2014,4732,125179,1
2015,7262,137653,1
2016,5853,77931,1
2017,19934,91790,1
2018,2013,77850,1
2019,3207,129780,1
2020,5810,122233,1
2021,309,127543,1
2022,34671,129160,1
2023,14158,92960,1
2024,2548,144516,1
2025,2953,115000,1
2026,2687,117586,1
2027,23600,107771,1
2028,5102,102360,1
2029,8386,110257,1
2030,2211,130972,1
2031,12488,125034,1
2032,1218,86622,1
2033,4448,118327,1
2034,4585,119531,1
2035,3390,143563,1
2036,4722,126467,1
2037,9275,132685,1
2038,9372,54181,1
2039,2895,109203,1
2040,6435,105717,1
2041,949,107771,1
2042,11229,121670,1
2043,1831,121017,1
2044,3003,91593,1
2045,1382,127673,1
2046,6587,79426,1
2047,4737,122914,1
2048,24393,120650,1
2049,9722,115883,1
2050,10259,104925,1
2051,4508,139445,1
2052,9880,93786,1
2053,17306,126071,1
2054,2975,142784,1
2055,6269,110515,1
2056,39172,144008,1
2057,3139,123679,1
2058,11429,119798,1
2059,13479,127158,1
2060,2282,80533,1
2061,2013,105342,1
2062,3335,108073,1
2063,9588,116025,1
2064,2377,80650,1
2065,3149,133609,1
2066,328,38853,1
2067,2410,60885,1
2068,827,60464,1
2069,3930,153011,1
2070,33,71605,1
2071,1531,144009,1
2072,9003,115511,1
2073,16403,103796,1
2074,4691,139989,1
2075,6022,101037,1
2076,6310,86987,1
2077,8640,42944,1
2078,1899,135532,1
2079,4563,152681,1
2080,787,129447,1
2081,14396,117446,1
2082,22649,125656,1
2083,8903,149526,1
2084,6959,150174,1
2085,13048,162481,1
2086,1523,136850,1
2087,1365,44534,1
2088,5557,143652,1
2089,8591,109366,1
2090,1873,126653,1
2091,2727,108990,1
2092,4726,117968,1
2093,10250,147581,1
2094,3355,82426,1
2095,1505,117200,1
2096,8535,129025,1
2097,5393,107604,1
2098,13504,109932,1
2099,2615,88665,1
2100,5165,105380,1
2101,14379,119584,1
2102,2642,110615,1
2103,1457,137166,1
2104,6136,131164,1
2105,1010,61518,1
2106,8860,116265,1
2107,118,114134,1
2108,3525,100210,1
2109,9212,117562,1
2110,3511,157164,1
2111,18469,105391,1
2112,11455,118852,1
2113,701,74273,1
2114,3633,106936,1
2115,1297,107847,1
2116,8607,129173,1
2117,5215,133886,1
2118,4710,131776,1
2119,10916,104606,1
2120,15130,126567,1
2121,11387,116880,1
2122,2058,84826,1
2123,14529,119776,1
2124,5152,130006,1
2125,19163,85883,1
2126,22432,102133,1
2127,7067,117030,1
2128,12386,118085,1
2129,4546,105588,1
2130,1894,163060,1
2131,7178,109915,1
2132,13873,129894,1
2133,10607,125973,1
2134,792,147104,1
2135,6815,166234,1
2136,576,95433,1
2137,12747,117928,1
2138,19495,121103,1
2139,2672,134287,1
2140,1569,109040,1
2141,16935,132911,1
2142,583,153663,1
2143,24711,123143,1
2144,7258,132102,1
2145,5371,127923,1
2146,564,52041,1
2147,8951,38261,1
2148,5361,111806,1
2149,14581,128578,1
2150,36752,106053,1
2151,23016,125723,1
2152,16900,113583,1
2153,1550,93628,1
2154,5150,141541,1
2155,26924,107788,1
2156,3834,117355,1
2157,4555,116232,1
2158,813,101981,1
2159,7313,123807,1
2160,1970,150017,1
2161,1022,154990,1
2162,938,125659,1
2163,13186,106743,1
2164,3253,172233,1
2165,4814,114266,1
2166,4360,115850,1
2167,7229,73383,1
2168,8738,100077,1
2169,6315,111506,1
2170,2442,76885,1
2171,10924,112415,1
2172,1093,21573,1
2173,16367,119990,1
2174,345,71119,1
2175,1497,125226,1
2176,17150,67197,1
2177,2323,120887,1
2178,9312,118601,1
2179,8032,118099,1
2180,9002,122272,1
2181,4112,130269,1
2182,11089,117277,1
2183,1426,28621,1
2184,13815,96807,1
2185,7538,103941,1
2186,1073,58553,1
2187,9281,106113,1
2188,4294,94443,1
2189,698,109898,1
2190,17378,110270,1
2191,3491,133571,1
2192,12770,69587,1
2193,8163,136920,1
2194,5382,89384,1
2195,6425,96460,1
2196,6662,107970,1
2197,3052,105798,1
2198,8344,123511,1
2199,5494,132765,1
2200,6018,125130,1
2201,10117,125101,1
2202,47511,135847,1
2203,3115,133956,1
2204,2620,79607,1
2205,28742,145186,1
2206,12200,116870,1
2207,1556,92712,1
2208,15632,95520,1
2209,6038,107975,1
2210,7381,109586,1
2211,4400,123466,1
2212,19681,139683,1
2213,1656,115393,1
2214,398,104128,1
2215,10714,108625,1
2216,2217,108121,1
2217,6081,114880,1
2218,1185,139183,1
2219,12811,98727,1
2220,3679,86729,1
2221,14592,116472,1
2222,8172,143345,1
2223,20595,97093,1
2224,8485,89070,1
2225,14555,76543,1
2226,1986,96669,1
2227,1892,85790,1
2228,3903,131785,1
2229,2225,123670,1
2230,3369,153745,1
2231,4772,112841,1
2232,7135,109666,1
2233,5735,121198,1
2234,775,127803,1
2235,3604,127104,1
2236,7163,120612,1
2237,410,24427,1
2238,884,104830,1
2239,17459,140437,1
2240,9545,121819,1
2241,6076,124054,1
2242,5446,110667,1
2243,6168,116944,1
2244,5630,97255,1
2245,16571,152481,1
2246,4799,95532,1
2247,5513,125434,1
2248,2322,105372,1
2249,2430,112670,1
2250,15132,110702,1
2251,6446,39369,1
2252,2411,104351,1
2253,2091,27675,1
2254,7131,122841,1
2255,6996,43178,1
2256,35939,123264,1
2257,6302,50412,1
2258,5504,139596,1
2259,9298,114592,1
2260,392,61379,1
2261,13423,119878,1
2262,8007,121469,1
2263,5662,121759,1
2264,2111,104890,1
2265,8152,120738,1
2266,2325,113881,1
2267,10628,115707,1
2268,11718,107993,1
2269,4705,91827,1
2270,2129,76896,1
2271,2005,79591,1
2272,4211,111901,1
2273,903,121620,1
2274,2759,122607,1
2275,10610,125839,1
2276,2933,100051,1
2277,3928,25711,1
2278,1521,133839,1
2279,2763,138790,1
2280,1676,91023,1
2281,15970,114844,1
2282,5067,127860,1
2283,147,87279,1
2284,2115,117356,1
2285,7959,117768,1
2286,4139,92014,1
2287,11038,125246,1
2288,2438,100778,1
2289,13230,137378,1
2290,3910,141066,1
2291,5151,122131,1
2292,1985,126549,1
2293,16493,89446,1
2294,19622,127301,1
2295,942,72448,1
2296,1419,132617,1
2297,4649,122471,1
2298,2714,126466,1
2299,3966,84926,1
2300,9277,111632,1
2301,2224,125059,1
2302,260,43945,1
2303,3728,96987,1
2304,555,111169,1
2305,4550,110344,1
2306,306,100811,1
2307,13168,110798,1
2308,641,72027,1
2309,9384,117418,1
2310,1937,116024,1
2311,12989,87719,1
2312,14831,110024,1
2313,6473,132706,1
2314,10852,39731,1
2315,3153,94747,1
2316,23667,373847,1
2317,12437,106505,1
2318,20033,126268,1
2319,1905,119949,1
2320,16396,97984,1
2321,3051,124924,1
2322,10745,126738,1
2323,777,97951,1
2324,1941,128041,1
2325,2331,113117,1
2326,12398,102378,1
2327,9528,56318,1
2328,727,105582,1
2329,4506,88036,1
2330,2224,64006,1
2331,2500,104200,1
2332,12667,122860,1
2333,24566,118080,1
2334,11583,117914,1
2335,1660,118870,1
2336,5287,111707,1
2337,4966,124181,1
2338,2656,125507,1
2339,5632,107608,1
2340,8891,112836,1
2341,34459,130097,1
2342,8717,135981,1
2343,11053,117268,1
2344,4858,159691,1
2345,6186,135466,1
2346,5607,123000,1
2347,2032,135851,1
2348,2924,121903,1
2349,19801,202760,1
2350,10435,126852,1
2351,4220,156898,1
2352,8927,138348,1
2353,332,103937,1
2354,4465,92612,1
2355,2855,95023,1
2356,2308,120597,1
2357,1646,115385,1
2358,2455,111250,1
2359,8139,40831,1
2360,5873,110558,1
2361,23434,129996,1
2362,1239,119556,1
2363,7884,131613,1
2364,10586,101310,1
2365,5690,131976,1
2366,566,54873,1
2367,7583,111035,1
2368,5078,121606,1
2369,2619,105778,1
2370,1614,111076,1
2371,2876,115561,1
2372,2613,84746,1
2373,1982,132846,1
2374,4610,110652,1
2375,8707,94565,1
2376,1640,133863,1
2377,12735,110474,1
2378,1345,114030,1
2379,11537,144060,1
2380,12559,105576,1
2381,25680,118495,1
2382,13102,97444,1
2383,3531,121787,1
2384,14521,120358,1
2385,3830,119444,1
2386,395,65532,1
2387,3710,139662,1
2388,2712,100502,1
2389,3183,111081,1
2390,2298,78542,1
2391,1444,80036,1
2392,552,80535,1
2393,7443,122641,1
2394,29861,137275,1
2395,593,67269,1
2396,828,95512,1
2397,7161,108424,1
2398,2308,114623,1
2399,6281,124175,1
2400,2327,135220,1
2401,6438,78171,1
2402,22064,124072,1
2403,15032,108302,1
2404,20386,126457,1
2405,8001,105783,1
2406,8196,120477,1
2407,7867,76507,1
2408,12148,136840,1
2409,2026,104120,1
2410,625,94193,1
2411,3829,88977,1
2412,9206,63589,1
2413,12805,96903,1
2414,2277,115577,1
2415,4280,115645,1
2416,7963,106166,1
2417,3492,118762,1
2418,2720,131350,1
2419,5437,98356,1
2420,4032,110614,1
2421,6393,120263,1
2422,2529,103394,1
2423,5202,108320,1
2424,18881,137388,1
2425,346,145389,1
2426,887,84161,1
2427,791,100854,1
2428,3349,129994,1
2429,124,86949,1
2430,6471,114778,1
2431,20108,139726,1
2432,680,90517,1
2433,4527,85254,1
2434,412,87644,1
2435,18283,136236,1
2436,13600,113248,1
2437,1337,84243,1
2438,3067,106642,1
2439,3189,111398,1
2440,1439,112399,1
2441,4978,108623,1
2442,7755,104818,1
2443,967,125592,1
2444,928,89895,1
2445,577,98228,1
2446,3086,128027,1
2447,1035,82768,1
2448,3734,112993,1
2449,2240,140060,1
2450,5052,162603,1
2451,5074,109240,1
2452,239,46977,1
2453,1863,118096,1
2454,3001,118129,1
2455,5845,114455,1
2456,1856,93918,1
2457,3546,146318,1
2458,7738,104183,1
2459,17207,110895,1
2460,1942,113957,1
2461,1360,98120,1
2462,2241,127650,1
2463,10138,108784,1
2464,11049,130930,1
2465,1858,141203,1
2466,7437,108835,1
2467,2728,115906,1
2468,1815,128320,1
2469,12817,114270,1
2470,2920,99311,1
2471,8314,126178,1
2472,17377,122347,1
2473,3841,104102,1
2474,1251,105628,1
2475,756,126192,1
2476,221,43403,1
2477,2577,113480,1
2478,1989,105911,1
2479,836,81584,1
2480,9053,104423,1
2481,230,110806,1
2482,3170,106111,1
2483,10762,118842,1
2484,950,100929,1
2485,30771,134384,1
2486,1112,109226,1
2487,9743,129832,1
2488,3179,112360,1
2489,1986,131585,1
2490,9724,101294,1
2491,2888,91453,1
2492,3816,168641,1
2493,5275,135108,1
2494,2427,143825,1
2495,444,98996,1
2496,335,38095,1
2497,4852,65365,1
2498,2133,104165,1
2499,3133,130457,1
2500,3512,121028,1
2501,9368,119825,1
2502,13085,110087,1
2503,2364,124709,1
2504,3480,115282,1
2505,1413,120979,1
2506,18971,165120,1
2507,2739,16715,1
2508,9389,260514,1
2509,691,29352,1
2510,4448,149995,1
2511,24718,97158,1
2512,15085,43472,1
2513,31550,61854,1
2514,39597,378030,1
2515,15515,206746,1
2516,8364,155541,1
2517,40836,25625,1
2518,141635,164834,1
2519,19547,298724,1
2520,49609,163150,1
2521,5258,26643,1
2522,6421,4594,1
2523,6135,126734,1
2524,18048,122845,1
2525,58993,60094,1
2526,30475,307173,1
2527,13587,343903,1
2528,6029,25460,1
2529,30923,29046,1
2530,6979,158765,1
2531,36269,5604,1
2532,16501,7339,1
2533,1975,59527,1
2534,69319,157466,1
2535,28182,146611,1
2536,7249,67517,1
2537,1663,97454,1
2538,17130,112968,1
2539,13559,220395,1
2540,78551,56438,1
2541,15876,130254,1
2542,25923,33909,1
2543,80475,183005,1
2544,7912,153717,1
2545,1925,2788,1
2546,1047,147587,1
2547,5861,76772,1
2548,22019,153529,1
2549,14443,164391,1
2550,18445,179301,1
2551,114926,58068,1
2552,30513,51560,1
2553,52657,46039,1
2554,76333,61955,1
2555,16121,221859,1
2556,45392,150324,1
2557,65681,47365,1
2558,11841,27242,1
2559,30518,168982,1
2560,47061,256011,1
2561,12787,147150,1
2562,86889,155069,1
2563,29856,154036,1
2564,10667,157592,1
2565,14928,5299,1
2566,3703,4486,1
2567,82848,157202,1
2568,30205,166384,1
2569,29369,162861,1
2570,8167,104464,1
2571,62860,152195,1
2572,12312,12089,1
2573,2864,70107,1
2574,69353,56222,1
2575,7851,122279,1
2576,126294,161998,1
2577,15229,89167,1
2578,5853,132451,1
2579,27147,38072,1
2580,2593,71685,1
2581,2753,117477,1
2582,47344,49310,1
2583,12653,169980,1
2584,137510,157200,1
2585,11422,168565,1
2586,58885,37778,1
2587,9231,125904,1
2588,449,80095,1
2589,20364,20637,1
2590,15168,76969,1
2591,5558,6085,1
2592,64456,80662,1
2593,10531,14684,1
2594,47898,159446,1
2595,21469,206437,1
2596,2827,105207,1
2597,23218,38285,1
2598,66318,38674,1
2599,10488,145844,1
2600,13925,88058,1
2601,8834,629,1
2602,10771,147398,1
2603,23033,94199,1
2604,8058,118302,1
2605,19395,32694,1
2606,6050,87261,1
2607,93897,166403,1
2608,41692,157754,1
2609,19272,390035,1
2610,121039,157984,1
2611,43843,17695,1
2612,67535,162195,1
2613,72308,259162,1
2614,9072,8665,1
2615,20534,150567,1
2616,28445,349970,1
2617,466,69266,1
2618,18818,226748,1
2619,4428,44799,1
2620,16940,392942,1
2621,7023,31770,1
2622,6716,47310,1
2623,68605,39528,1
2624,16424,195062,1
2625,27048,164010,1
2626,9143,241600,1
2627,59837,45498,1
2628,56612,343778,1
2629,31352,150346,1
2630,53867,58283,1
2631,76227,67363,1
2632,5206,91235,1
2633,24427,148333,1
2634,25412,97519,1
2635,121590,38726,1
2636,11801,167799,1
