,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Output
0,0.2582359200723665,0.25987264299218654,0.311153716150643,0.3985787677606763,1.0,0.4251608541994331,0.32190358809717323,0.26629160779612154,0.25946197402597626,0.2684909016140086,0.26935590564344986,0.31625872686707374,0.4087595235836533,1.0,0.434636114222907,0.32931463737535305,0.2757479509821881,0.26899120693583234,0.268302175079823,0.27039910186822796,0.32775314422908325,0.41849160803217234,1.0,0.4452191344306154,0.3382863080533523,0.27669048255711115,0.26925895583212267,,,,8
1,0.5124981040602175,0.5175145396066693,0.5883901968650362,0.6493043171412758,1.0,0.6582657422813261,0.5958092413770281,0.5155555082458246,0.5138849428261123,0.5323522262482696,0.5391230799723103,0.6135009015442713,0.6729302730503968,1.0,0.6846396112240042,0.6156191225292493,0.5353382113076188,0.5337122896753818,0.5257328979556911,0.5319339516869374,0.6095099875419128,0.6704082055310063,1.0,0.6795132559146272,0.6149331276019054,0.530339832901743,0.5279031506481106,,,,8
2,0.45005787874533415,0.45525373851086354,0.5250624798110979,0.5746574291209522,1.0,0.6037690435044092,0.5273616967504124,0.453208943971176,0.45215218933657675,0.4584197416456059,0.4614090072622717,0.5285124988678104,0.5854719642558077,1.0,0.6058184227005304,0.5362129717877695,0.45988818271280335,0.46015784853604613,0.4695220873398944,0.47365608730913755,0.5499557814829885,0.6005945098948839,1.0,0.6268016382332077,0.5526107956053864,0.47153098863502324,0.47093886090619813,,,,8
3,0.3265111760889459,0.32724823666871905,0.3862453591287875,0.45232002439254526,1.0,0.472734273418378,0.3962098289068212,0.33323590428314975,0.32783786530316233,0.3321948893753141,0.33231390223291324,0.389603543771851,0.45839773842369913,1.0,0.4818723631257458,0.39862413107581696,0.33918499208914765,0.33225439227417813,0.33871133200022574,0.33994039056581393,0.4075154447632791,0.48337101899549184,1.0,0.5053293676758036,0.4186174214872738,0.34700704581927044,0.34041379297621827,,,,8
4,0.26615106422742274,0.2682110672516694,0.3234474097224766,0.41091796909223693,1.0,0.4699980524457486,0.34167506358811783,0.27142410061950945,0.2666367890891915,0.27339067289424607,0.2754021263830369,0.3233125592338574,0.418358747567853,1.0,0.4836402165181777,0.34169978288762515,0.278660513851763,0.27496031633595114,0.3099547946432957,0.3135382605180892,0.3802308631473994,0.4765428324990654,1.0,0.5431106798898153,0.39956550567562293,0.31531489282863095,0.31116015951384274,,,,8
5,0.4889569766690542,0.49210546189209037,0.5787099876671526,0.6499727552544761,1.0,0.6780401719469561,0.5834052377435611,0.492290674064474,0.4890018112428109,0.508298596182022,0.5113101299898855,0.5879340609923022,0.6577347380265071,1.0,0.6796080476470071,0.5933840954912751,0.5120983113153742,0.5102228013620519,0.5240432872091211,0.5251093088098517,0.6067841365959166,0.6766313413443753,1.0,0.699756267153128,0.612039895422696,0.5260144519796909,0.5262301922881473,,,,8
6,0.35191568710813664,0.35614107232402825,0.4123183039900203,0.48271551950822117,1.0,0.5214041519776014,0.41230979668839135,0.3548246482722738,0.351795956904982,0.37063321700780605,0.37361105676063555,0.42699319723586815,0.5016339254585341,1.0,0.5405402726952392,0.43000708166109075,0.3721351008459619,0.3700683381109108,0.3726735412888397,0.37718525585567597,0.43401216287815125,0.5114419542918016,1.0,0.5428696617738751,0.43869592349893816,0.37489680722605917,0.37170369870260195,,,,8
7,0.5796996017788199,0.5918211285887237,0.6736233678660313,0.7241371555284021,1.0,0.7239021457811367,0.6719952592735269,0.5852079645759138,0.5841748866072902,0.57367019659645,0.5837568211998312,0.6684366727029823,0.7183518454248359,1.0,0.7189803683036935,0.667157176537573,0.5788197267837121,0.5788918970004201,0.5787384615044797,0.5902267743381738,0.6750045472643509,0.723334659592154,1.0,0.726458232323824,0.6738128029546537,0.5826039992894994,0.581208266148636,,,,8
8,0.4699410311869223,0.47877815121557427,0.5427411126250927,0.6071622158015308,1.0,0.6309062579157694,0.546763901667262,0.4755889220986773,0.4724958982926646,0.47565578460318486,0.4843276332608436,0.5532217725338409,0.6264745487663407,1.0,0.6590599257570315,0.5646073660043073,0.48057120559643923,0.4767302198817958,0.48211764614543023,0.4912006862839232,0.5610388091276158,0.6343756522932773,1.0,0.6704668441661388,0.5678169626377959,0.4876110518383578,0.48424345102521354,,,,8
9,0.48166713990491794,0.4887007449135396,0.5685279821264388,0.6537842921901014,1.0,0.6314337311680499,0.56417999252131,0.48668334712754074,0.48456861374506544,0.45579971401608915,0.4608386325879068,0.537671936041802,0.6138984163847153,1.0,0.598714770520308,0.5319391305427607,0.4613313286152152,0.4580582434412638,0.4707646699946502,0.47654543861693277,0.559773776879581,0.6394485311430415,1.0,0.621973417196025,0.5547987395688079,0.47646599140440793,0.4725378729660751,,,,8
