index,Blue_Variance,Green_Variance,Red_Variance,Output
162,4193.183395105055,4584.276963483023,3766.0554418036854,0
163,4140.96713188972,4526.4783108078855,3447.798064858998,0
164,6027.544600091419,4052.297402940961,3523.301243623815,0
165,4238.9053123021995,5402.243145352285,5685.525903559183,0
166,3722.9098839712237,5013.29345552825,5063.844532308411,0
167,4104.246626903387,4475.875367824444,5482.672307166856,0
168,4632.572638962932,5077.318607120655,4228.447147195719,0
169,4254.529616157219,5231.669584010362,4441.267449786141,0
170,4444.776304089372,3531.318440284863,2784.993039078203,0
171,5541.143895315947,4135.007802813911,3628.7318397573777,0
172,4897.990556937473,4785.451335881027,4321.267881590238,0
173,6941.592388907551,4540.812517416085,3842.998597594627,0
174,4311.786382296789,3876.570663911588,2961.0794720922204,0
175,3366.4597289145954,3876.943950470481,3064.4370895108937,0
176,3526.7133776823835,4907.061699101482,4539.261402375019,0
177,6608.522736751514,4416.363005172381,3204.071171156499,0
178,4154.499991520797,4761.300136970707,4484.3419133956795,0
179,6240.955081572124,4921.863108273794,4265.603233558202,0
180,6288.468464013664,4985.683448236545,3744.882884860265,0
181,6431.989494515021,4884.725293830269,4252.74844666446,0
182,2915.194461790062,1607.1923636311958,1324.2188272139842,0
183,3930.4495715865014,4466.440046228478,3170.693375959055,0
184,6328.129400069573,4153.454131242363,3406.4135925814785,0
185,3465.386339706046,3865.397476496854,4205.372503247674,0
186,4733.695235712028,3973.6176167822496,3416.434151639788,0
187,5442.41826592672,4402.690847135944,4065.3177805071973,0
188,7178.541620711131,3680.77580698019,2967.220990045068,0
189,3993.199925544644,4237.509347823815,4796.270886306931,0
190,3717.9014426106573,4001.12397977838,3623.5126709304386,0
191,6165.809239162583,5138.857005150263,4395.217993915484,0
192,3302.3084190721866,4423.155598934867,4154.0254991072925,0
193,2569.563360668258,3471.298867835318,3428.303448956295,0
194,4418.65688937963,4770.0696637055,4175.740749841011,0
195,5264.8377741094355,4352.981805375264,3538.4073604025925,0
196,1974.326415832123,3475.760948407622,3861.7300351092154,0
197,5731.827123326757,2953.5770746393823,1757.2218506037061,0
198,6845.081899379686,4349.86882867753,4006.070415080035,0
199,4450.115185762675,5947.733072356962,5814.448330728241,0
200,5127.282514704249,4295.089224047248,3677.1873203136297,0
201,6420.112623791634,3681.128807073865,2435.5600013419585,0
202,4817.1583763023955,4259.302841691919,3339.9946135809478,0
203,4720.015149377056,4716.39624403332,4087.9197830303915,0
204,4856.729505060087,3855.34749898691,3174.362519800633,0
205,4316.270177113998,3909.4210484319724,3385.764628308991,0
206,4688.707742218165,4816.443186018407,4746.724129938772,0
207,5296.967361001285,4712.882429014135,4198.173059887996,0
208,6563.582766903617,4543.581859574575,3942.1847872398503,0
209,4932.2514225514315,3551.606563880752,2604.3350786486444,0
210,6236.836183766643,4504.582649772492,4079.3643082732287,0
211,5347.021122344421,4874.415757413631,4387.206252282046,0
212,5479.612149869723,4669.245412861389,3585.7947425689426,0
213,5816.778040834971,4526.899815307109,3567.173320324408,0
214,2991.706992594116,3478.0398942004977,2659.568765805039,0
215,6742.726017207666,4329.103893665998,3295.150013816193,0
216,5047.7724805513335,3931.6482118957674,3077.3059078244814,0
217,3277.088573716309,4331.272202463033,3709.0966509741324,0
218,5473.999743299858,4120.112808371243,3980.462505417811,0
219,2088.6383579918192,3115.542647180939,2730.3874965533355,0
220,4312.680353772776,5178.485137507568,5183.21917412203,0
221,4363.496006484427,4432.926033641202,3432.259808129111,0
222,7250.4161574653635,3249.9301276145434,2664.705485408377,0
223,4619.067739792527,3795.7928536343784,3201.915660138327,0
224,4993.263471488093,4505.858631700633,4002.968490857596,0
225,6215.095179143532,4104.724128716028,3512.908372096634,0
226,3653.0766712311165,2799.379192185683,2371.6008446958394,0
227,4375.814366334305,3053.3072184467133,2470.321133507687,0
228,3753.442437929171,4472.935284129653,3778.0274968083695,0
229,4431.391501910111,3892.900737622416,3496.8703749197507,0
230,4227.937449173506,4616.1014517877,3724.6195001561136,0
231,5618.176735480017,4073.325686805421,3239.1577869085613,0
232,4238.468433793424,3764.918261044483,3376.1813926657,0
233,5036.97889003521,4294.8888602059005,2831.098825229155,0
234,3481.2387678249215,4755.259891227347,4962.42650753063,0
235,3555.162906358483,4057.6265182262027,3427.461916470417,0
236,4309.485271986501,4559.121240147836,4043.161133345958,0
237,5661.979468772544,4682.118610360051,4300.1948849712835,0
238,3535.1199426293188,4508.634502534708,4174.386192156049,0
239,4783.287382218031,4013.828098000891,3488.4426508622773,0
240,5411.902691716441,3749.966802842673,3063.2086829132377,0
241,3477.560095176697,5021.0336469773765,4370.9506195106505,0
242,5647.247558368997,4089.9634538803957,3153.842257295244,0
243,4125.162131299283,4933.601820888156,4532.398496389711,0
244,4215.903946244052,4636.425073411258,3940.073756449297,0
245,4426.648168755444,4404.230887385028,3532.9520979216227,0
246,5399.961297736264,4029.154968412371,3121.1484970489546,0
247,4183.728686251885,3700.816855309669,2574.2997145254294,0
248,5687.763284543071,4445.0143005178,3474.327229807451,0
249,4172.5285960086785,4489.65992760657,3798.037834905878,0
250,4189.382571188792,4223.849609351185,3391.8131749399868,0
251,5294.601580075161,5508.586312049688,5318.349750389283,0
252,3430.532240249078,4647.43336949045,5679.948362834473,0
253,4663.753603108516,4495.6107928106785,3528.5309876976494,0
254,3969.850858772317,5039.516199328117,4629.229033572483,0
255,3708.781958021743,4706.871689874887,3501.53753548893,0
256,7372.453186670063,4750.172199429042,2996.2030723130133,0
257,4615.724508738064,4605.142789974739,3678.957581146872,0
258,3409.842048467518,3855.8267803037756,3324.787372101062,0
259,4857.540130810569,4742.457382653789,4552.747072999846,0
260,4516.3920316227595,4968.660659090932,4834.029612583114,0
261,4940.330854956853,3704.3494554495583,3164.124312038599,0
262,4870.142580256479,4703.860112110354,3836.9608147863983,0
263,6129.979588957892,5255.203657586154,3678.294981892201,0
264,4722.624354445629,4237.897874984375,3551.317473963147,0
265,2406.3358931487573,2786.485928374582,2231.2266869069176,0
266,3340.168545375794,4253.428151808374,4024.4842628761044,0
267,6717.847027548907,4552.632133844505,3978.0682006925194,0
268,2689.630147759965,3391.828341621494,2885.11776113165,0
269,5385.662378504573,6621.4339233960745,6834.4549274510255,0
270,5175.200722274374,4425.2408408877955,3836.3696834261514,0
271,4887.516635518831,4432.760590489967,3560.286882995038,0
272,5874.127274037265,3693.072139048426,2959.051762227659,0
273,4047.3211968504293,5587.731880475002,5241.164712933263,0
274,6318.530304857762,4828.476907182575,5066.330444918515,0
275,6638.758626498465,4380.6906055644695,3827.5956144690813,0
276,4234.3815380016495,3619.056105993497,2938.1351349616293,0
277,3379.0803599747655,3466.670335394178,2740.740929436209,0
278,4684.639012043434,4340.663769948472,3609.9234624997603,0
279,2444.448000093102,2850.7973801252174,2917.972627750159,0
280,6409.611203982452,3548.8618893381863,2556.737219235717,0
281,6029.626021049224,4372.312603674158,4174.528929966586,0
282,4618.521346106696,5337.75752385073,5300.532245519766,0
283,2965.35005955593,4736.494175504155,4331.355195090624,0
284,3927.1784067754766,4530.652654200424,3860.6747420671363,0
285,3807.4613500116066,5669.0295774394945,5770.698067928311,0
286,4288.466504417435,4716.163280981709,4302.786251005786,0
287,3481.9809398811253,4880.0091397438455,4439.056481451339,0
288,4005.8547084205115,4303.169524957633,3506.114121193656,0
289,3999.973072541208,4548.725556971702,4010.3092318048584,0
290,3093.3684042918835,4028.157460368708,3716.2486772925085,0
291,4856.159144060629,5322.651715476836,5011.059566293353,0
292,2696.442142660364,3807.374828864895,4069.40898306806,0
293,4119.683160087117,3769.9309827960437,3004.398446229529,0
294,5367.466189990043,4169.845301770962,4019.901404143438,0
295,1891.1392497347379,2686.6018523049875,2109.573934374151,0
296,3379.540901752154,5256.615811051591,5205.388703693513,0
297,2832.305232566341,4632.465275489534,3437.8322898077745,0
298,4241.3633457304195,4630.191322268838,3950.7304441070673,0
299,4071.291168339727,4713.536940696913,3810.005586919536,0
300,3145.535672916062,4220.1060329259635,4089.194254582199,0
301,4003.2366539053264,4864.049868257967,4296.451835102481,0
302,4664.554856296667,4601.462702762095,4077.048479425878,0
303,6098.029933286066,4256.215110507377,3792.7220583477983,0
304,3991.178559508723,4522.760428459209,3931.812497722601,0
305,3857.6894399154844,4781.965961225264,4192.5584711510855,0
306,6073.5222849011625,3320.214837945515,2551.915786407795,0
307,4564.503607337834,4720.848334447334,3760.8840670738696,0
308,3380.925441076537,4231.864812688067,3698.9933632681377,0
309,3622.907925587976,4544.080132998819,4312.378782986869,0
310,5398.00748017501,4191.619930834632,3475.72032121776,0
311,6146.9166534937285,5154.6296091818695,4355.742308176154,0
312,6643.059488804938,4009.983909618234,3378.3742967505054,0
313,2267.3944523658047,3908.5649156393347,2572.020929292854,0
314,3716.7324444202372,4832.447534469838,4311.931431453301,0
315,4509.463540844022,4287.002760020598,3304.743991113148,0
316,3888.0223627223368,4117.982950693766,3327.0299011109005,0
317,2889.4336909903955,4255.28696579298,4070.9636522759333,0
318,3070.54483891109,4284.284418365915,4445.043475645709,0
319,7202.489873416373,4153.197448550716,3058.6847163897646,0
320,3735.921695613551,4634.881332616535,4414.800176910408,0
321,5346.332630053857,4051.8698726121997,3456.8280333536804,0
322,3009.766333785048,4521.473280971454,4338.123468413292,0
323,3984.8412338639127,3842.0080355151676,3633.6586177613476,0
324,5509.122222098286,5088.227448338428,4790.614782714844,0
325,5641.382874153036,4097.603654451282,3095.503831421489,0
326,4516.271845080121,4252.975340650686,3237.4351514943564,0
327,4920.475738642133,5102.604622446015,4908.834223903515,0
328,6562.001215094609,5228.096039395221,4420.0379279311455,0
329,3298.8304973988415,4128.05413429459,3705.9502758721837,0
330,4252.659376501808,4946.06527436068,4045.113956065185,0
331,3239.624809523404,4369.885888040447,4075.3341267038436,0
332,2969.169609540564,2863.594827323528,2549.1710898090823,0
333,4847.413097442269,3331.1640022571514,2958.739260644597,0
334,3070.8156716810045,4653.426294330073,4182.2094148304395,0
335,5918.45972718148,5052.831134521225,3675.828315054019,0
336,5780.275313765704,4765.4577355989995,4101.619880348434,0
337,2890.420812870085,4437.043510077781,4752.575426512457,0
338,3382.8310305070286,4898.466359129849,4612.850601484929,0
339,2372.475639926955,4122.509142293995,4250.050439332562,0
340,4627.680169179103,4196.95158295919,3531.5196850376565,0
341,2446.9577040431445,4699.005163107449,4545.517385855414,0
342,3671.483169920888,5452.987876166245,6218.237389684136,0
343,4196.201972249063,4111.012687002472,3455.90842719405,0
344,3616.804862864157,5234.705866671537,4427.85804832594,0
345,4577.312266553411,5639.123013011211,5454.733024650605,0
346,3997.7686245066584,4687.942750429801,4255.478830526752,0
347,4477.321985160357,5252.5368206753565,5234.224337275603,0
348,3097.5776344066453,3686.3145635609567,3668.264437701809,0
349,3339.6134596173547,4678.275381931049,4200.796123444001,0
350,4470.334281468551,5260.950694563608,5016.616740124439,0
351,5516.275392288233,3302.415653175711,2574.0750272597124,0
352,5348.3939977356085,4402.710302086533,3857.3412144187578,0
353,4116.398824920914,4055.0394930171046,3469.01504107627,0
354,4420.506764360292,5965.662802214439,6128.07719796193,0
355,3038.78229163917,4800.708689282904,4608.380320943331,0
356,5254.585074439635,4960.769295320864,3881.187920991402,0
357,5981.718586940942,5522.493255921614,4830.876487121071,0
358,4321.401592361964,5933.2983365161135,5494.991249622815,0
359,5117.3075681707105,4765.657847640282,4243.253677742041,0
360,3902.6293961644305,4932.659392111188,4461.913506940254,0
361,3647.2481857286716,5673.2570294771285,6467.029104756847,0
362,4513.737848949715,4808.0081829890505,4983.004319994816,0
363,4760.665873351037,3402.89885506082,4094.628309526548,0
364,4611.260385119068,5231.112730799818,5303.762298811063,0
365,5326.570498476079,3747.9855389039576,3114.5880518886956,0
366,3884.432859227332,3976.1731992446244,3559.3957225728914,0
367,3419.151816284199,4774.931924919745,4229.815196650605,0
368,5967.112041246141,4475.002310712292,3792.7112276287203,0
369,3952.8921478465904,3672.655230292123,3205.075753565094,0
370,4469.855091090762,4506.303227570407,3696.243770939472,0
371,4920.507670205198,5122.117200022805,4199.433377763109,0
372,4595.907558311596,4411.5591878303985,3507.8452338263023,0
373,4025.378610259631,4764.0256170951,4536.687899927902,0
374,3185.0626582489695,4715.038081159249,4780.819095846901,0
375,2190.2099970528984,4222.06482458476,4013.1198593715894,0
376,5362.5089520821775,4630.380911917121,4054.4588330009688,0
377,5579.333257779514,4945.474985255187,4424.535965896273,0
378,4339.1960981285065,4257.385933950081,3527.5907617199523,0
379,2549.1865300682707,3835.41045886344,3725.2289720144504,0
380,4987.341934979246,4443.18573261774,3733.552841608495,0
381,5175.957780438728,3224.4153009089723,2751.888539559316,0
382,4185.888449643535,4666.45814438761,4109.994875440256,0
383,2388.753653134016,4444.712587935784,4255.2244186714815,0
384,6378.581108296241,5306.261230172553,4910.197585067227,0
385,5277.940565391645,4152.073076257064,3220.8207743800335,0
386,3623.6447267120648,4272.509682849471,3780.230820727681,0
387,4939.693103596198,3905.0116688719177,3299.077697661664,0
388,6148.128133439057,3557.184876096586,2514.676560257573,0
389,4105.21579317823,4498.081310942129,4222.464740385826,0
390,4118.227026398351,4473.465487241108,3751.923655250455,0
391,4127.539321835081,3539.0302558611647,2917.1945519956225,0
392,4973.647762024962,5975.576702478976,5872.385955030768,0
393,3738.600165533087,3344.1855536399166,2890.577956191041,0
394,3742.224524385336,4717.511952227841,4093.010455616087,0
395,4601.9146324328585,4351.075958256141,3633.0717898398875,0
396,2853.2034985577625,5133.962770134264,5136.89507460703,0
397,3319.311566388113,4475.24471360918,3842.593312565746,0
398,5994.489436786978,4165.781517261929,3288.654047972869,0
399,5457.540062099148,3914.384668591079,3374.126227871593,0
400,5006.589541813886,3690.935246109616,2978.9379104509376,0
401,5139.965400804411,4818.189583822139,3764.0516435377767,0
402,5207.852364149729,5774.533242739711,5300.528861206216,0
403,2916.3726603001664,4220.444154418238,3757.0718416437885,0
404,5691.117672052626,4801.360072910166,4334.237577813335,0
405,4405.67657422308,4506.439427048954,4775.431224114038,0
406,2953.213847282553,4529.719395145972,5087.743776728759,0
407,1885.5636514759924,3229.9454740014744,2677.9987660246584,0
408,4185.249640614698,5733.940146764379,6008.774098420455,0
409,5040.941711997875,4578.976950663292,4035.9265592556217,0
410,2555.3144995937455,4182.744383923823,4023.901656297854,0
411,3520.8444703153077,3828.2128475938134,3115.64694507642,0
412,4145.436034653065,3741.02410287041,3224.9268709004255,0
413,4094.4598339801832,3665.371594299672,3045.063622761927,0
414,4883.529892010938,4664.915531321355,3481.280775293694,0
415,3939.331125970162,4781.229465967756,4068.1915560987923,0
416,4087.592320869398,3506.8848612114875,2761.87405353617,0
417,3154.312764966947,4294.00516705157,3948.562563627267,0
418,3025.419832950075,4215.518900119668,3818.0118718924195,0
419,6679.780680725885,4595.278183685196,3793.4682275371797,0
420,5267.168073807472,4173.814190164917,3324.187092708331,0
421,3675.180468778321,4342.159572591429,3572.912522583194,0
422,5010.789267065863,4657.506511539596,3845.8577971833897,0
423,3664.3413553451355,4234.598729999608,3931.06765389101,0
424,4317.38853344806,4571.812650401542,4102.505197492122,0
425,6501.750879496502,4968.5095094553735,4369.892711015657,0
426,6909.918935396172,4105.749020657755,3298.065943520065,0
427,3967.255048457777,4847.803482187061,4334.099889078442,0
428,4316.712754668697,4937.243058113287,4019.475743921689,0
429,6120.269849774668,3939.138839347222,3226.894963621981,0
430,4034.925606104965,4830.140608237512,3865.4148490547846,0
431,2695.863480041509,3726.01636397748,2978.468135936879,0
432,5392.484647249146,4412.133475673199,3619.8172481988563,0
433,3351.6690768518433,4463.2106083905255,4004.9768492466196,0
434,4021.0604677161896,4241.5498617507665,3581.0967992090923,0
435,5461.307804925351,4466.948284444903,4033.943344025921,0
436,4644.536640521314,4718.4004423379865,4075.4738973594804,0
437,5111.4929550257875,5537.596262621933,4573.932059826473,0
438,3088.535269478169,2692.3664288023033,2487.8723815748426,0
439,5041.983117600378,5644.366319183218,5069.324489970841,0
440,4159.443726955089,5600.147250027103,5321.09129726022,0
441,4334.295245863622,4514.031472793386,4300.994717203909,0
442,3213.578531714964,4807.6501532255,4478.406229052107,0
443,3290.8622797522,3970.236022513845,5135.556819093755,0
444,2994.2350916537566,3454.206466800106,3283.3918867154753,0
445,2905.1070847463184,4684.669165862702,4662.007170089748,0
446,3046.366034893909,3253.795017116635,2847.5660296426895,0
447,3296.4191820392293,4827.316673738224,4511.180016249105,0
448,4908.166987307984,3957.0997917118257,3341.3211195482836,0
449,4972.072263650963,4445.724496889375,3709.309306620526,0
450,6059.050948856925,3463.7246243658647,2646.939973661804,0
451,3128.82038244307,4897.778561132402,5079.012567664251,0
452,4816.521469396218,6092.471751996154,5016.973679561322,0
453,3458.955456623321,5004.489641761255,4554.504470278842,0
454,2782.896002603741,4187.793985030565,3560.405211701099,0
455,5087.428872867277,4809.28493366927,4487.493486531204,0
456,3103.0119524284123,4374.491068358867,4749.099046433805,0
457,4328.832950887076,4491.77294827475,4157.740933275239,0
458,2969.9460259665975,4551.49810722129,4123.468220128513,0
459,5075.065605980004,4009.5490738597405,2969.8219625227716,0
460,3324.743579269011,4879.758532484318,4656.925208449337,0
461,3839.1929888667573,5089.462692542521,4479.381980408557,0
462,3392.907613155462,4466.870524455947,3857.2278236470565,0
463,4443.833616906655,3809.755232539735,3300.1457832072683,0
464,4300.189700982784,3590.473195625931,2995.9398536674225,0
465,5520.7036725027265,4038.135002280603,3454.3966368182314,0
466,4702.518341771455,3547.8242485328433,3230.6359121035475,0
467,4665.315363859582,3928.8507475704214,3157.159049686379,0
468,3815.5908402343716,4803.183905365497,4311.913669715932,0
469,4176.356560144457,4328.928548369178,3643.7715403652846,0
470,3465.52221271091,4362.449653228006,3956.4749999245955,0
471,4225.197327354226,4253.031408213968,3228.992785846493,0
472,3829.809655101406,5504.752389139747,5227.372205336101,0
473,4738.998338593441,4442.24382142508,4011.6798493723563,0
474,3260.856613981487,3881.2269908826024,3528.6036859252204,0
475,2073.300923626287,3416.39036234768,2914.1342802874515,0
476,4818.798391338756,5786.727458141098,5142.83973447835,0
477,3446.524048508328,4473.839271640415,4766.683581947989,0
478,5377.68125978551,5317.40516521501,4853.762771721682,0
479,3282.6982519924754,4175.9781514100505,3439.695004871557,0
480,2953.6842816563462,4042.0959503184063,3749.784045610252,0
481,3932.6513831467782,4375.978914720104,3743.2581636940195,0
