,Blue_Variance,Green_Variance,Red_Variance,Output,Var_,Amount,Pixel,Angle
146,4117.897185313652,4695.692053835467,3722.5732185726342,0,0.0222261372728828,0.001,3.0,79.31542736018787
147,4396.686989506618,5710.22191863488,5449.8536998988875,0,0.056673972059286606,0.001,3.0,115.2518535820269
148,4532.902757050733,4418.675888167203,4626.936502946743,0,0.037693572182032634,0.001,3.0,172.11000248478092
149,3049.8820762230775,4289.865558988533,3146.762803142388,0,0.04384246533006433,0.001,3.0,91.845668593732
150,3934.820980395122,4946.155727552872,4444.753037033814,0,0.08577992844162953,0.001,3.0,7.054784150088151
151,4766.002381342013,3635.109464051319,3023.3957407591083,0,0.043537031529563605,0.001,3.0,147.87382485136948
152,4300.103813011055,4083.419904785986,3418.3023148224843,0,0.05472832381509293,0.001,3.0,117.47973899348548
153,5355.84706727551,5241.6111832978995,4654.775806606986,0,0.021875532528381245,0.001,3.0,114.86943342986338
154,4743.108778822709,3595.91211149823,2855.1855010963072,0,0.017342313919298018,0.001,3.0,132.53385986489008
155,2403.6927986127516,3602.56814004006,3107.341969205818,0,0.0820106522179333,0.001,3.0,127.54365029567849
156,2807.192090922029,3977.9484329195666,3642.777041707556,0,0.016613450626210186,0.001,3.0,117.64668018173887
157,2897.0155698530934,4630.538133237646,4370.361501890909,0,0.06412695023508111,0.001,3.0,14.07179558356708
158,3252.540579731789,4553.024375452113,4441.827563545193,0,0.0038559825784712227,0.001,3.0,6.121790424011156
159,4812.168619314431,5037.7515466168825,4299.935006353382,0,0.0983765736557654,0.001,3.0,139.09332914362676
160,2730.8000398974896,4491.894120761619,4226.740266051791,0,0.022909601642798136,0.001,3.0,110.23043317190357
161,2834.972765155473,4643.216673061118,4617.128569833446,0,0.04492035220041366,0.001,3.0,140.9335247597084
162,5518.185470033072,2926.6985425775893,1916.8860494660685,0,0.005145270037529305,0.001,3.0,154.66745142293465
163,5341.355569106776,4400.594267937489,3972.815592798857,0,0.04964195101471031,0.001,3.0,47.951994742842125
164,4724.694567627362,5104.59686554462,4693.817148112649,0,0.05890447534609036,0.001,3.0,74.17128548070157
165,5771.287814960361,3371.483915195102,2469.36525891037,0,0.010467928648371556,0.001,3.0,9.060012674818976
166,4687.21694547807,4431.197617066465,3754.7503681356197,0,0.08098949962643404,0.001,3.0,102.07525084896821
167,4455.053818115731,3763.576431103564,3247.74384072288,0,0.02636856761234448,0.001,3.0,136.3583938091408
168,6060.836354794734,3438.6251291365675,2625.5169412678842,0,0.02422021818258318,0.001,3.0,99.5221126754927
169,4816.9520465205105,6284.73761779441,5119.533655223309,0,0.03395902539943042,0.001,3.0,53.36201786435322
170,3291.2776089638714,4937.597980802508,4480.855313757072,0,0.01599892359380366,0.001,3.0,102.52504977489932
171,4187.779524086508,4967.1056546403315,4754.135353435115,0,0.06228689381602591,0.001,3.0,77.70935895709798
172,6204.466126907822,3034.116022657572,2150.1922073914516,0,0.0014252275019710063,0.001,3.0,98.59717197517207
173,5173.439949789769,4262.609208910607,3578.34114412786,0,0.07721904075082374,0.001,3.0,16.665876368287442
174,4326.848135125058,4526.221024647704,4191.022990509571,0,0.0273303482549532,0.001,3.0,100.42313214380536
175,3456.6855406168497,4917.5339734941645,4469.688250522739,0,0.08960501939863591,0.001,3.0,147.74336486051772
176,4289.174570333285,5877.858948245997,6174.055130865269,0,0.06414680702959095,0.001,3.0,154.77839987510083
177,4511.489257621556,4390.376728560186,3704.1132973178414,0,0.09667784320270692,0.001,3.0,49.44231538857662
178,1771.7114206503284,2490.95138513663,2250.465745909309,0,0.005124836394180262,0.001,3.0,117.99785343636628
179,3735.576733954736,4294.6248466560255,3751.8540758154504,0,0.047161677270960795,0.001,3.0,155.15169746940387
180,4649.569599805005,3492.759507114873,2943.4199171534906,0,0.023989236782983623,0.001,3.0,129.79960719178516
181,5119.412088933659,4259.6554798640545,3380.085437639444,0,0.06833036540993703,0.001,3.0,131.83985677915135
182,3720.8062365136343,5109.192911117406,4960.805270019441,0,0.09135570874822398,0.001,3.0,51.35404215945958
183,5857.308177497769,4854.0244142017555,4421.3142893968625,0,0.03343951602462382,0.001,3.0,140.83711537680327
184,5443.56224408769,5474.648319473,5176.558656924311,0,0.09818508069134789,0.001,3.0,94.7791673300101
185,4662.356853160738,3915.6218756423004,3526.3511992151807,0,0.018998395475996816,0.001,3.0,49.685015948629754
186,5928.778319290357,4299.457401783331,3721.3467349441785,0,0.026526380389288427,0.001,3.0,114.83578864983609
187,4663.031742786318,3921.7896229868757,3146.984887088304,0,0.010540266531546265,0.001,3.0,138.47196070731906
188,3944.887034274912,4677.013603354037,3942.5468575622294,0,0.07937037283857187,0.001,3.0,81.17049658432433
189,3728.603905088271,5099.576257467388,4698.198940751098,0,0.0496548998832851,0.001,3.0,40.20153219748957
190,4284.581792869528,4224.011815289552,3466.6427657124264,0,0.06748730952391788,0.001,3.0,26.772915410128988
191,5635.442496836417,4844.079522101121,4476.594147356239,0,0.05030155565344976,0.001,3.0,106.61185712818539
192,2603.0415998563803,4461.709245956274,4222.445522236129,0,0.01867468530225585,0.001,3.0,151.1395708485216
193,3789.2911841992445,5081.6029441506225,4860.4199342904985,0,0.09281555339078135,0.001,3.0,161.22075018302604
194,5639.052194242238,4233.261956753038,3572.6086279469846,0,0.09282527802014692,0.001,3.0,85.5175371571292
195,3522.3976818307106,5005.337993767624,4253.859009833736,0,0.0868088525426685,0.001,3.0,139.45131123573074
196,5005.073007150235,5164.455638269768,4283.051345764907,0,0.06568871266314598,0.001,3.0,100.81991203461169
197,3972.2162071374332,5165.425239479258,5180.725632296166,0,0.019336550019396437,0.001,3.0,98.56572934458757
198,2816.123605431242,4235.416363233744,4420.777312146043,0,0.011369669702392452,0.001,3.0,12.942826237170754
199,4311.099763581558,3039.3324933405484,2766.5996418900995,0,0.02016580136859566,0.001,3.0,62.99309266909171
200,3925.4970484927585,4961.87454559703,4504.495966874686,0,0.07832051155129821,0.001,3.0,136.03890598029682
201,3295.361573292872,4763.899690634272,5002.646489346351,0,0.05076675924424905,0.001,3.0,140.24733176944676
202,3329.2197065188543,3959.35426934406,3584.8853004612033,0,0.02886410566893084,0.001,3.0,177.0369529823477
203,5285.488313481133,4574.032075461504,3968.4132706292617,0,0.06633142722732178,0.001,3.0,34.08223078958878
204,5479.280740578266,4431.621371730757,4066.2376555259166,0,0.05086928871607771,0.001,3.0,27.62294787432679
205,3284.1873288112242,5151.238903235918,4663.379360465404,0,0.05284694771780329,0.001,3.0,154.79544552512024
206,6686.352249876956,3925.6033009097614,3106.4967384202105,0,0.094495366666386,0.001,3.0,134.7807448714489
207,3587.540066057224,4907.295004360785,4088.435564634075,0,0.007649525723649887,0.001,3.0,24.377093555975474
208,3603.0636585812017,4924.312260048949,4632.159125820812,0,0.09314089233085011,0.001,3.0,96.1327904566012
209,2991.048909616469,3639.9709540280014,2991.262234520769,0,0.013379289867351228,0.001,3.0,63.160667799839274
210,2267.065110117595,4150.0025648805695,3585.425363778996,0,0.0042599072219435905,0.001,3.0,39.24972494123406
211,4810.366796901367,5777.522301863727,5125.426138478136,0,0.09703919570797753,0.001,3.0,101.23428572383104
212,5160.489516171584,4265.0014337798175,3532.724488568905,0,0.09832519760848414,0.001,3.0,80.13004840387431
213,6491.4127233903455,4231.2194484254915,3994.7852977912294,0,0.04339772132755574,0.001,3.0,75.0727408979689
214,4047.2188488222278,4494.051732723036,3838.559231339837,0,0.07633925978634504,0.001,3.0,146.96293523610348
215,4503.976938954257,5131.9535793912255,4732.024839128961,0,0.06736576341288152,0.001,3.0,7.013837389316229
216,6438.127188522224,4090.9781688734433,3277.744214934303,0,0.05640800032293633,0.001,3.0,51.362527926329506
217,6032.603238331982,4031.322207465494,2541.0931544169675,0,0.06597138811937474,0.001,3.0,145.39398380972818
218,2584.2006499426375,4154.980113490134,4581.644098191048,0,0.01731702746705255,0.001,3.0,49.856350715168446
219,2827.7290803834594,3448.4334950785847,3052.2593201413856,0,0.029506297494812782,0.001,3.0,102.2527060399329
220,6393.272917165642,3966.6732146259496,3254.1283076928416,0,0.02039826259221122,0.001,3.0,119.37687634766661
221,3724.9590244496762,4367.076621248495,3658.791875296799,0,0.07373842326559092,0.001,3.0,131.16177696173025
222,4006.0695611518317,4218.742368718854,3280.8390790923113,0,0.017245835808585512,0.001,3.0,163.55409800396845
223,3388.6592955473147,4318.091435031668,3998.408133229465,0,0.0823270807366547,0.001,3.0,139.111049377026
224,3562.34362909736,4473.598343730218,3706.022931104119,0,0.0608821524579426,0.001,3.0,173.64893344188454
225,5563.677581408466,3485.102853574864,2518.6727394068193,0,0.035596380132017075,0.001,3.0,84.3756965885278
226,3150.4210610293285,4790.698988780855,3872.5522640492813,0,0.013121578133180042,0.001,3.0,57.404208139072665
227,4281.102144566615,5370.937927820978,4286.614807305512,0,0.08282744461905761,0.001,3.0,8.460864898130602
228,4835.513114328267,4419.271092256332,4885.544292752401,0,0.02923252377589362,0.001,3.0,63.34815242954738
229,2657.7756409440226,4291.138600340419,4235.806160303135,0,0.038178142107439764,0.001,3.0,83.03356789062344
230,3165.810304071153,4739.966228607084,4518.432198209753,0,0.08682738208614113,0.001,3.0,36.76349225866039
231,3213.9254202880056,3214.1737868622195,2729.6096570803734,0,0.0037166424548947673,0.001,3.0,86.13781940418991
232,3391.1787752867463,4265.796240702861,3699.3876580113547,0,0.07156988357768321,0.001,3.0,105.80144625870253
233,3908.2586087338714,5037.880438900333,5281.205369784833,0,0.02256869341093936,0.001,3.0,143.04096358732215
234,4739.596607078269,4176.778644448508,3074.4926933284155,0,0.08353426873799247,0.001,3.0,61.30270601314505
235,3397.7988414685387,2674.0833135519338,2636.376227437714,0,0.02636907029749768,0.001,3.0,74.50538353339819
236,4709.505946944071,4561.142672167694,3689.828603796102,0,0.08369960955810711,0.001,3.0,22.5517044820891
237,6643.363335277206,4403.241264907933,3886.093512184056,0,0.07408470066622286,0.001,3.0,6.809489310484853
238,3149.141583503104,5062.122112545221,4861.247350952348,0,0.08707425132916875,0.001,3.0,126.57900715686247
239,5266.156108835944,3870.9533302714763,2934.0747811985,0,0.059578517846029154,0.001,3.0,85.23116199173784
240,3564.5717857756445,3241.844325388003,2224.9055949918798,0,0.05732160533354993,0.001,3.0,5.4640083431278335
241,4197.872167742224,6355.949717908715,6570.784817859866,0,0.013058206957326159,0.001,3.0,39.11011128119794
242,4073.180320246883,5612.347444995985,5380.559920920332,0,0.08668915183938429,0.001,3.0,155.4335164126489
243,4897.998141815761,4646.402341486089,4142.442217112046,0,0.09214412026200751,0.001,3.0,127.61312536573138
244,4226.596665956474,4983.012301958076,4292.132749491155,0,0.06704992870956124,0.001,3.0,74.65400655277766
245,4089.154868021166,5457.112294568925,5437.826730660624,0,0.021777921322741003,0.001,3.0,130.21949616867437
246,3549.6378531750106,4842.857930185916,4035.3313210858105,0,0.08140333244196928,0.001,3.0,78.33077469337287
247,4129.580813322289,5052.808951108097,4624.723855956672,0,0.0739051675409147,0.001,3.0,19.899852738228937
248,4193.998988746513,4251.239516028863,3443.706142472609,0,0.043525331784569715,0.001,3.0,43.0533588084306
249,3517.0230757641307,4084.0674456389897,3025.5069438035803,0,0.0330570722602611,0.001,3.0,92.89632718213487
250,2862.408741426611,4295.163478214291,3833.8078442200476,0,0.032643475961683356,0.001,3.0,76.41334053853777
251,3834.6331761095257,4509.1117894050485,4826.099251602912,0,0.0063438591833484565,0.001,3.0,53.89805034841204
252,6123.125359368502,4440.420837085301,3421.440631723071,0,0.08849413899431852,0.001,3.0,95.7597367044147
253,3896.3655833209646,5092.419360892694,5161.470851473546,0,0.041826878901639206,0.001,3.0,56.02450226188248
254,5868.541929640972,3672.2206283108803,2766.379033732816,0,0.03448090935192984,0.001,3.0,105.74913095552151
